Departamento,Municipio,"Total, Cabecera, Centro poblado y Rural disperso",Total viviendas ocupadas con personas presentes,Total,Energía electrica SI,Energía electrica NO,Total.1,Acueducto SI,Acueducto NO,Total.2,Alcantarillado SI,Alcantarillado NO,Total.3,Gas natural conectado a red pública SI,Gas natural conectado a red pública NO,Gas natural conectado a red pública NA,Total.4,Recolección de basuras SI,Recolección de basuras NO,Total.5,Internet SI,Internet NO,Internet NA
68_Santander,320_Guadalupe,Rural disperso,779.0,779.0,739.0,40.0,779.0,288.0,491.0,779.0,15.0,764.0,779.0,6.0,768.0,5.0,779.0,48.0,731.0,779.0,3.0,770.0,6.0
68_Santander,322_Guapotá,Total municipal,693.0,693.0,686.0,7.0,693.0,590.0,103.0,693.0,198.0,495.0,693.0,21.0,649.0,23.0,693.0,193.0,500.0,693.0,42.0,628.0,23.0
68_Santander,322_Guapotá,Cabecera,197.0,197.0,194.0,3.0,197.0,194.0,3.0,197.0,186.0,11.0,197.0,20.0,169.0,8.0,197.0,184.0,13.0,197.0,35.0,154.0,8.0
68_Santander,322_Guapotá,Rural disperso,496.0,496.0,492.0,4.0,496.0,396.0,100.0,496.0,12.0,484.0,496.0,1.0,480.0,15.0,496.0,9.0,487.0,496.0,7.0,474.0,15.0
68_Santander,324_Guavatá,Total municipal,1414.0,1414.0,1395.0,19.0,1414.0,638.0,776.0,1414.0,361.0,1053.0,1414.0,473.0,920.0,21.0,1414.0,362.0,1052.0,1414.0,41.0,1342.0,31.0
68_Santander,324_Guavatá,Cabecera,373.0,373.0,372.0,1.0,373.0,361.0,12.0,373.0,345.0,28.0,373.0,319.0,34.0,20.0,373.0,349.0,24.0,373.0,37.0,310.0,26.0
68_Santander,324_Guavatá,Rural disperso,1041.0,1041.0,1023.0,18.0,1041.0,277.0,764.0,1041.0,16.0,1025.0,1041.0,154.0,886.0,1.0,1041.0,13.0,1028.0,1041.0,4.0,1032.0,5.0
68_Santander,327_Güepsa,Total municipal,1562.0,1562.0,1546.0,16.0,1562.0,1284.0,278.0,1562.0,964.0,598.0,1562.0,1116.0,440.0,6.0,1562.0,1008.0,554.0,1562.0,221.0,1335.0,6.0
68_Santander,327_Güepsa,Cabecera,960.0,960.0,952.0,8.0,960.0,947.0,13.0,960.0,909.0,51.0,960.0,874.0,85.0,1.0,960.0,922.0,38.0,960.0,213.0,746.0,1.0
68_Santander,327_Güepsa,Rural disperso,602.0,602.0,594.0,8.0,602.0,337.0,265.0,602.0,55.0,547.0,602.0,242.0,355.0,5.0,602.0,86.0,516.0,602.0,8.0,589.0,5.0
68_Santander,344_Hato,Total municipal,668.0,668.0,648.0,20.0,668.0,499.0,169.0,668.0,193.0,475.0,668.0,24.0,644.0,0.0,668.0,210.0,458.0,668.0,19.0,649.0,0.0
68_Santander,344_Hato,Cabecera,217.0,217.0,216.0,1.0,217.0,217.0,0.0,217.0,191.0,26.0,217.0,23.0,194.0,0.0,217.0,207.0,10.0,217.0,18.0,199.0,0.0
68_Santander,344_Hato,Rural disperso,451.0,451.0,432.0,19.0,451.0,282.0,169.0,451.0,2.0,449.0,451.0,1.0,450.0,0.0,451.0,3.0,448.0,451.0,1.0,450.0,0.0
68_Santander,368_Jesús María,Total municipal,1065.0,1065.0,1053.0,12.0,1065.0,903.0,162.0,1065.0,235.0,830.0,1065.0,579.0,483.0,3.0,1065.0,227.0,838.0,1065.0,33.0,1027.0,5.0
68_Santander,368_Jesús María,Cabecera,231.0,231.0,230.0,1.0,231.0,231.0,0.0,231.0,228.0,3.0,231.0,221.0,9.0,1.0,231.0,226.0,5.0,231.0,30.0,198.0,3.0
68_Santander,368_Jesús María,Rural disperso,834.0,834.0,823.0,11.0,834.0,672.0,162.0,834.0,7.0,827.0,834.0,358.0,474.0,2.0,834.0,1.0,833.0,834.0,3.0,829.0,2.0
68_Santander,370_Jordán,Total municipal,322.0,322.0,317.0,5.0,322.0,150.0,172.0,322.0,30.0,292.0,322.0,1.0,321.0,0.0,322.0,107.0,215.0,322.0,51.0,270.0,1.0
68_Santander,370_Jordán,Cabecera,29.0,29.0,29.0,0.0,29.0,27.0,2.0,29.0,25.0,4.0,29.0,0.0,29.0,0.0,29.0,27.0,2.0,29.0,20.0,9.0,0.0
68_Santander,370_Jordán,Rural disperso,293.0,293.0,288.0,5.0,293.0,123.0,170.0,293.0,5.0,288.0,293.0,1.0,292.0,0.0,293.0,80.0,213.0,293.0,31.0,261.0,1.0
68_Santander,377_La Belleza,Total municipal,1744.0,1744.0,1660.0,84.0,1744.0,1147.0,597.0,1744.0,477.0,1267.0,1744.0,479.0,1263.0,2.0,1744.0,486.0,1258.0,1744.0,133.0,1608.0,3.0
68_Santander,377_La Belleza,Cabecera,482.0,482.0,475.0,7.0,482.0,475.0,7.0,482.0,434.0,48.0,482.0,456.0,25.0,1.0,482.0,468.0,14.0,482.0,128.0,352.0,2.0
68_Santander,377_La Belleza,Centro poblado,98.0,98.0,96.0,2.0,98.0,85.0,13.0,98.0,10.0,88.0,98.0,3.0,95.0,0.0,98.0,3.0,95.0,98.0,0.0,98.0,0.0
68_Santander,377_La Belleza,Rural disperso,1164.0,1164.0,1089.0,75.0,1164.0,587.0,577.0,1164.0,33.0,1131.0,1164.0,20.0,1143.0,1.0,1164.0,15.0,1149.0,1164.0,5.0,1158.0,1.0
68_Santander,385_Landázuri,Total municipal,3073.0,3073.0,2980.0,93.0,3073.0,1467.0,1606.0,3073.0,1328.0,1745.0,3073.0,750.0,2306.0,17.0,3073.0,1013.0,2060.0,3073.0,103.0,2944.0,26.0
68_Santander,385_Landázuri,Cabecera,1039.0,1039.0,1018.0,21.0,1039.0,955.0,84.0,1039.0,996.0,43.0,1039.0,716.0,313.0,10.0,1039.0,927.0,112.0,1039.0,91.0,933.0,15.0
68_Santander,385_Landázuri,Centro poblado,298.0,298.0,293.0,5.0,298.0,140.0,158.0,298.0,123.0,175.0,298.0,5.0,292.0,1.0,298.0,26.0,272.0,298.0,4.0,291.0,3.0
68_Santander,385_Landázuri,Rural disperso,1736.0,1736.0,1669.0,67.0,1736.0,372.0,1364.0,1736.0,209.0,1527.0,1736.0,29.0,1701.0,6.0,1736.0,60.0,1676.0,1736.0,8.0,1720.0,8.0
68_Santander,397_La Paz,Total municipal,1405.0,1405.0,1387.0,18.0,1405.0,985.0,420.0,1405.0,262.0,1143.0,1405.0,356.0,1042.0,7.0,1405.0,274.0,1131.0,1405.0,42.0,1354.0,9.0
68_Santander,397_La Paz,Cabecera,237.0,237.0,235.0,2.0,237.0,234.0,3.0,237.0,224.0,13.0,237.0,217.0,14.0,6.0,237.0,235.0,2.0,237.0,37.0,192.0,8.0
68_Santander,397_La Paz,Centro poblado,92.0,92.0,92.0,0.0,92.0,90.0,2.0,92.0,18.0,74.0,92.0,33.0,59.0,0.0,92.0,19.0,73.0,92.0,1.0,91.0,0.0
68_Santander,397_La Paz,Rural disperso,1076.0,1076.0,1060.0,16.0,1076.0,661.0,415.0,1076.0,20.0,1056.0,1076.0,106.0,969.0,1.0,1076.0,20.0,1056.0,1076.0,4.0,1071.0,1.0
68_Santander,406_Lebrija,Total municipal,10311.0,10311.0,10213.0,98.0,10311.0,6245.0,4066.0,10311.0,4882.0,5429.0,10311.0,4575.0,5689.0,47.0,10311.0,5577.0,4734.0,10311.0,1645.0,8613.0,53.0
68_Santander,406_Lebrija,Cabecera,5010.0,5010.0,4953.0,57.0,5010.0,4781.0,229.0,5010.0,4761.0,249.0,5010.0,4531.0,437.0,42.0,5010.0,4906.0,104.0,5010.0,1171.0,3791.0,48.0
68_Santander,406_Lebrija,Centro poblado,188.0,188.0,187.0,1.0,188.0,65.0,123.0,188.0,48.0,140.0,188.0,22.0,165.0,1.0,188.0,60.0,128.0,188.0,16.0,171.0,1.0
68_Santander,406_Lebrija,Rural disperso,5113.0,5113.0,5073.0,40.0,5113.0,1399.0,3714.0,5113.0,73.0,5040.0,5113.0,22.0,5087.0,4.0,5113.0,611.0,4502.0,5113.0,458.0,4651.0,4.0
68_Santander,418_Los Santos,Total municipal,3617.0,3617.0,3505.0,112.0,3617.0,875.0,2742.0,3617.0,509.0,3108.0,3617.0,354.0,3237.0,26.0,3617.0,1535.0,2082.0,3617.0,184.0,3407.0,26.0
68_Santander,418_Los Santos,Cabecera,489.0,489.0,461.0,28.0,489.0,407.0,82.0,489.0,435.0,54.0,489.0,347.0,123.0,19.0,489.0,460.0,29.0,489.0,78.0,392.0,19.0
68_Santander,418_Los Santos,Centro poblado,110.0,110.0,104.0,6.0,110.0,47.0,63.0,110.0,21.0,89.0,110.0,0.0,110.0,0.0,110.0,100.0,10.0,110.0,9.0,101.0,0.0
68_Santander,418_Los Santos,Rural disperso,3018.0,3018.0,2940.0,78.0,3018.0,421.0,2597.0,3018.0,53.0,2965.0,3018.0,7.0,3004.0,7.0,3018.0,975.0,2043.0,3018.0,97.0,2914.0,7.0
68_Santander,425_Macaravita,Total municipal,672.0,672.0,621.0,51.0,672.0,257.0,415.0,672.0,117.0,555.0,672.0,3.0,661.0,8.0,672.0,111.0,561.0,672.0,31.0,632.0,9.0
68_Santander,425_Macaravita,Cabecera,103.0,103.0,100.0,3.0,103.0,102.0,1.0,103.0,99.0,4.0,103.0,3.0,96.0,4.0,103.0,101.0,2.0,103.0,29.0,69.0,5.0
68_Santander,425_Macaravita,Centro poblado,11.0,11.0,11.0,0.0,11.0,11.0,0.0,11.0,10.0,1.0,11.0,0.0,11.0,0.0,11.0,6.0,5.0,11.0,0.0,11.0,0.0
68_Santander,425_Macaravita,Rural disperso,558.0,558.0,510.0,48.0,558.0,144.0,414.0,558.0,8.0,550.0,558.0,0.0,554.0,4.0,558.0,4.0,554.0,558.0,2.0,552.0,4.0
68_Santander,432_Málaga,Total municipal,6032.0,6032.0,6010.0,22.0,6032.0,5327.0,705.0,6032.0,5231.0,801.0,6032.0,1398.0,4590.0,44.0,6032.0,5239.0,793.0,6032.0,1204.0,4784.0,44.0
68_Santander,432_Málaga,Cabecera,5236.0,5236.0,5219.0,17.0,5236.0,5205.0,31.0,5236.0,5192.0,44.0,5236.0,1394.0,3800.0,42.0,5236.0,5182.0,54.0,5236.0,1198.0,3996.0,42.0
68_Santander,432_Málaga,Centro poblado,22.0,22.0,22.0,0.0,22.0,14.0,8.0,22.0,20.0,2.0,22.0,2.0,20.0,0.0,22.0,22.0,0.0,22.0,0.0,22.0,0.0
68_Santander,432_Málaga,Rural disperso,774.0,774.0,769.0,5.0,774.0,108.0,666.0,774.0,19.0,755.0,774.0,2.0,770.0,2.0,774.0,35.0,739.0,774.0,6.0,766.0,2.0
68_Santander,444_Matanza,Total municipal,1458.0,1458.0,1412.0,46.0,1458.0,852.0,606.0,1458.0,517.0,941.0,1458.0,391.0,1062.0,5.0,1458.0,476.0,982.0,1458.0,65.0,1384.0,9.0
68_Santander,444_Matanza,Cabecera,447.0,447.0,442.0,5.0,447.0,436.0,11.0,447.0,434.0,13.0,447.0,386.0,58.0,3.0,447.0,436.0,11.0,447.0,57.0,387.0,3.0
68_Santander,444_Matanza,Centro poblado,55.0,55.0,55.0,0.0,55.0,54.0,1.0,55.0,48.0,7.0,55.0,1.0,54.0,0.0,55.0,30.0,25.0,55.0,4.0,51.0,0.0
68_Santander,444_Matanza,Rural disperso,956.0,956.0,915.0,41.0,956.0,362.0,594.0,956.0,35.0,921.0,956.0,4.0,950.0,2.0,956.0,10.0,946.0,956.0,4.0,946.0,6.0
68_Santander,464_Mogotes,Total municipal,2967.0,2967.0,2921.0,46.0,2967.0,1934.0,1033.0,2967.0,1227.0,1740.0,2967.0,856.0,2105.0,6.0,2967.0,1214.0,1753.0,2967.0,252.0,2709.0,6.0
68_Santander,464_Mogotes,Cabecera,1221.0,1221.0,1213.0,8.0,1221.0,1213.0,8.0,1221.0,1192.0,29.0,1221.0,844.0,372.0,5.0,1221.0,1204.0,17.0,1221.0,228.0,988.0,5.0
68_Santander,464_Mogotes,Centro poblado,43.0,43.0,43.0,0.0,43.0,31.0,12.0,43.0,20.0,23.0,43.0,1.0,42.0,0.0,43.0,1.0,42.0,43.0,3.0,40.0,0.0
68_Santander,464_Mogotes,Rural disperso,1703.0,1703.0,1665.0,38.0,1703.0,690.0,1013.0,1703.0,15.0,1688.0,1703.0,11.0,1691.0,1.0,1703.0,9.0,1694.0,1703.0,21.0,1681.0,1.0
68_Santander,468_Molagavita,Total municipal,1206.0,1206.0,1191.0,15.0,1206.0,258.0,948.0,1206.0,214.0,992.0,1206.0,108.0,1096.0,2.0,1206.0,81.0,1125.0,1206.0,21.0,1183.0,2.0
68_Santander,468_Molagavita,Cabecera,206.0,206.0,206.0,0.0,206.0,203.0,3.0,206.0,199.0,7.0,206.0,105.0,99.0,2.0,206.0,79.0,127.0,206.0,20.0,184.0,2.0
68_Santander,468_Molagavita,Centro poblado,11.0,11.0,11.0,0.0,11.0,7.0,4.0,11.0,10.0,1.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,11.0,0.0,11.0,0.0
68_Santander,468_Molagavita,Rural disperso,989.0,989.0,974.0,15.0,989.0,48.0,941.0,989.0,5.0,984.0,989.0,3.0,986.0,0.0,989.0,2.0,987.0,989.0,1.0,988.0,0.0
68_Santander,498_Ocamonte,Total municipal,1423.0,1423.0,1386.0,37.0,1423.0,1054.0,369.0,1423.0,263.0,1160.0,1423.0,180.0,1239.0,4.0,1423.0,265.0,1158.0,1423.0,42.0,1377.0,4.0
68_Santander,498_Ocamonte,Cabecera,262.0,262.0,259.0,3.0,262.0,259.0,3.0,262.0,253.0,9.0,262.0,174.0,85.0,3.0,262.0,251.0,11.0,262.0,35.0,224.0,3.0
68_Santander,498_Ocamonte,Rural disperso,1161.0,1161.0,1127.0,34.0,1161.0,795.0,366.0,1161.0,10.0,1151.0,1161.0,6.0,1154.0,1.0,1161.0,14.0,1147.0,1161.0,7.0,1153.0,1.0
68_Santander,500_Oiba,Total municipal,3318.0,3318.0,3243.0,75.0,3318.0,2470.0,848.0,3318.0,1521.0,1797.0,3318.0,974.0,2328.0,16.0,3318.0,1592.0,1726.0,3318.0,471.0,2831.0,16.0
68_Santander,500_Oiba,Cabecera,1524.0,1524.0,1514.0,10.0,1524.0,1513.0,11.0,1524.0,1477.0,47.0,1524.0,962.0,549.0,13.0,1524.0,1501.0,23.0,1524.0,382.0,1129.0,13.0
68_Santander,500_Oiba,Centro poblado,8.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,0.0,8.0,8.0,0.0,8.0,0.0,8.0,1.0,7.0,8.0,1.0,7.0,0.0
68_Santander,500_Oiba,Rural disperso,1786.0,1786.0,1721.0,65.0,1786.0,949.0,837.0,1786.0,44.0,1742.0,1786.0,12.0,1771.0,3.0,1786.0,90.0,1696.0,1786.0,88.0,1695.0,3.0
68_Santander,502_Onzaga,Total municipal,1359.0,1359.0,1289.0,70.0,1359.0,438.0,921.0,1359.0,421.0,938.0,1359.0,298.0,1048.0,13.0,1359.0,407.0,952.0,1359.0,61.0,1285.0,13.0
68_Santander,502_Onzaga,Cabecera,421.0,421.0,418.0,3.0,421.0,404.0,17.0,421.0,407.0,14.0,421.0,288.0,121.0,12.0,421.0,398.0,23.0,421.0,58.0,351.0,12.0
68_Santander,502_Onzaga,Centro poblado,20.0,20.0,18.0,2.0,20.0,1.0,19.0,20.0,1.0,19.0,20.0,1.0,19.0,0.0,20.0,1.0,19.0,20.0,1.0,19.0,0.0
68_Santander,502_Onzaga,Rural disperso,918.0,918.0,853.0,65.0,918.0,33.0,885.0,918.0,13.0,905.0,918.0,9.0,908.0,1.0,918.0,8.0,910.0,918.0,2.0,915.0,1.0
68_Santander,522_Palmar,Total municipal,403.0,403.0,397.0,6.0,403.0,403.0,0.0,403.0,178.0,225.0,403.0,28.0,375.0,0.0,403.0,198.0,205.0,403.0,37.0,366.0,0.0
68_Santander,522_Palmar,Cabecera,162.0,162.0,159.0,3.0,162.0,162.0,0.0,162.0,157.0,5.0,162.0,24.0,138.0,0.0,162.0,160.0,2.0,162.0,34.0,128.0,0.0
68_Santander,522_Palmar,Rural disperso,241.0,241.0,238.0,3.0,241.0,241.0,0.0,241.0,21.0,220.0,241.0,4.0,237.0,0.0,241.0,38.0,203.0,241.0,3.0,238.0,0.0
68_Santander,524_Palmas Del Socorro,Total municipal,787.0,787.0,781.0,6.0,787.0,620.0,167.0,787.0,249.0,538.0,787.0,28.0,759.0,0.0,787.0,245.0,542.0,787.0,51.0,736.0,0.0
68_Santander,524_Palmas Del Socorro,Cabecera,237.0,237.0,236.0,1.0,237.0,237.0,0.0,237.0,233.0,4.0,237.0,26.0,211.0,0.0,237.0,236.0,1.0,237.0,36.0,201.0,0.0
68_Santander,524_Palmas Del Socorro,Rural disperso,550.0,550.0,545.0,5.0,550.0,383.0,167.0,550.0,16.0,534.0,550.0,2.0,548.0,0.0,550.0,9.0,541.0,550.0,15.0,535.0,0.0
68_Santander,533_Páramo,Total municipal,1216.0,1216.0,1193.0,23.0,1216.0,920.0,296.0,1216.0,360.0,856.0,1216.0,382.0,832.0,2.0,1216.0,472.0,744.0,1216.0,83.0,1131.0,2.0
68_Santander,533_Páramo,Cabecera,354.0,354.0,350.0,4.0,354.0,353.0,1.0,354.0,350.0,4.0,354.0,319.0,33.0,2.0,354.0,353.0,1.0,354.0,69.0,283.0,2.0
68_Santander,533_Páramo,Rural disperso,862.0,862.0,843.0,19.0,862.0,567.0,295.0,862.0,10.0,852.0,862.0,63.0,799.0,0.0,862.0,119.0,743.0,862.0,14.0,848.0,0.0
68_Santander,547_Piedecuesta,Total municipal,44256.0,44256.0,44131.0,125.0,44256.0,39162.0,5094.0,44256.0,35856.0,8400.0,44256.0,36554.0,7411.0,291.0,44256.0,38767.0,5489.0,44256.0,25009.0,18953.0,294.0
68_Santander,547_Piedecuesta,Cabecera,35447.0,35447.0,35396.0,51.0,35447.0,35065.0,382.0,35447.0,34806.0,641.0,35447.0,33482.0,1688.0,277.0,35447.0,35169.0,278.0,35447.0,23440.0,11727.0,280.0
68_Santander,547_Piedecuesta,Centro poblado,2970.0,2970.0,2942.0,28.0,2970.0,2471.0,499.0,2970.0,921.0,2049.0,2970.0,2199.0,767.0,4.0,2970.0,2437.0,533.0,2970.0,893.0,2072.0,5.0
68_Santander,547_Piedecuesta,Rural disperso,5839.0,5839.0,5793.0,46.0,5839.0,1626.0,4213.0,5839.0,129.0,5710.0,5839.0,873.0,4956.0,10.0,5839.0,1161.0,4678.0,5839.0,676.0,5154.0,9.0
68_Santander,549_Pinchote,Total municipal,1424.0,1424.0,1412.0,12.0,1424.0,1235.0,189.0,1424.0,488.0,936.0,1424.0,408.0,1012.0,4.0,1424.0,628.0,796.0,1424.0,209.0,1209.0,6.0
68_Santander,549_Pinchote,Cabecera,305.0,305.0,305.0,0.0,305.0,304.0,1.0,305.0,300.0,5.0,305.0,253.0,51.0,1.0,305.0,298.0,7.0,305.0,65.0,237.0,3.0
68_Santander,549_Pinchote,Centro poblado,103.0,103.0,103.0,0.0,103.0,103.0,0.0,103.0,101.0,2.0,103.0,71.0,31.0,1.0,103.0,99.0,4.0,103.0,56.0,46.0,1.0
68_Santander,549_Pinchote,Rural disperso,1016.0,1016.0,1004.0,12.0,1016.0,828.0,188.0,1016.0,87.0,929.0,1016.0,84.0,930.0,2.0,1016.0,231.0,785.0,1016.0,88.0,926.0,2.0
68_Santander,572_Puente Nacional,Total municipal,4398.0,4398.0,4353.0,45.0,4398.0,3346.0,1052.0,4398.0,1743.0,2655.0,4398.0,1614.0,2731.0,53.0,4398.0,1763.0,2635.0,4398.0,514.0,3831.0,53.0
68_Santander,572_Puente Nacional,Cabecera,1727.0,1727.0,1720.0,7.0,1727.0,1707.0,20.0,1727.0,1680.0,47.0,1727.0,1372.0,317.0,38.0,1727.0,1697.0,30.0,1727.0,478.0,1211.0,38.0
68_Santander,572_Puente Nacional,Centro poblado,56.0,56.0,55.0,1.0,56.0,53.0,3.0,56.0,9.0,47.0,56.0,25.0,29.0,2.0,56.0,2.0,54.0,56.0,1.0,53.0,2.0
68_Santander,572_Puente Nacional,Rural disperso,2615.0,2615.0,2578.0,37.0,2615.0,1586.0,1029.0,2615.0,54.0,2561.0,2615.0,217.0,2385.0,13.0,2615.0,64.0,2551.0,2615.0,35.0,2567.0,13.0
68_Santander,573_Puerto Parra,Total municipal,2082.0,2082.0,2062.0,20.0,2082.0,1519.0,563.0,2082.0,1356.0,726.0,2082.0,570.0,1495.0,17.0,2082.0,1435.0,647.0,2082.0,170.0,1887.0,25.0
68_Santander,573_Puerto Parra,Cabecera,760.0,760.0,754.0,6.0,760.0,742.0,18.0,760.0,677.0,83.0,760.0,551.0,194.0,15.0,760.0,742.0,18.0,760.0,128.0,610.0,22.0
68_Santander,573_Puerto Parra,Centro poblado,678.0,678.0,675.0,3.0,678.0,657.0,21.0,678.0,582.0,96.0,678.0,9.0,669.0,0.0,678.0,589.0,89.0,678.0,36.0,642.0,0.0
68_Santander,573_Puerto Parra,Rural disperso,644.0,644.0,633.0,11.0,644.0,120.0,524.0,644.0,97.0,547.0,644.0,10.0,632.0,2.0,644.0,104.0,540.0,644.0,6.0,635.0,3.0
68_Santander,575_Puerto Wilches,Total municipal,9385.0,9385.0,9137.0,248.0,9385.0,6348.0,3037.0,9385.0,5898.0,3487.0,9385.0,6201.0,3152.0,32.0,9385.0,6125.0,3260.0,9385.0,985.0,8362.0,38.0
68_Santander,575_Puerto Wilches,Cabecera,4641.0,4641.0,4610.0,31.0,4641.0,4462.0,179.0,4641.0,4080.0,561.0,4641.0,4168.0,445.0,28.0,4641.0,4393.0,248.0,4641.0,796.0,3813.0,32.0
68_Santander,575_Puerto Wilches,Centro poblado,3479.0,3479.0,3370.0,109.0,3479.0,1806.0,1673.0,3479.0,1780.0,1699.0,3479.0,1969.0,1507.0,3.0,3479.0,1680.0,1799.0,3479.0,180.0,3294.0,5.0
68_Santander,575_Puerto Wilches,Rural disperso,1265.0,1265.0,1157.0,108.0,1265.0,80.0,1185.0,1265.0,38.0,1227.0,1265.0,64.0,1200.0,1.0,1265.0,52.0,1213.0,1265.0,9.0,1255.0,1.0
68_Santander,615_Rionegro,Total municipal,7764.0,7764.0,7692.0,72.0,7764.0,4406.0,3358.0,7764.0,3070.0,4694.0,7764.0,2003.0,5710.0,51.0,7764.0,2777.0,4987.0,7764.0,603.0,7105.0,56.0
68_Santander,615_Rionegro,Cabecera,1810.0,1810.0,1805.0,5.0,1810.0,1794.0,16.0,1810.0,1779.0,31.0,1810.0,766.0,1017.0,27.0,1810.0,1795.0,15.0,1810.0,485.0,1296.0,29.0
68_Santander,615_Rionegro,Centro poblado,1499.0,1499.0,1486.0,13.0,1499.0,1057.0,442.0,1499.0,1108.0,391.0,1499.0,1016.0,481.0,2.0,1499.0,870.0,629.0,1499.0,79.0,1416.0,4.0
68_Santander,615_Rionegro,Rural disperso,4455.0,4455.0,4401.0,54.0,4455.0,1555.0,2900.0,4455.0,183.0,4272.0,4455.0,221.0,4212.0,22.0,4455.0,112.0,4343.0,4455.0,39.0,4393.0,23.0
68_Santander,655_Sabana De Torres,Total municipal,8307.0,8307.0,8137.0,170.0,8307.0,6074.0,2233.0,8307.0,5420.0,2887.0,8307.0,4345.0,3906.0,56.0,8307.0,5690.0,2617.0,8307.0,1299.0,6947.0,61.0
68_Santander,655_Sabana De Torres,Cabecera,5584.0,5584.0,5524.0,60.0,5584.0,5133.0,451.0,5584.0,4768.0,816.0,5584.0,4054.0,1482.0,48.0,5584.0,5356.0,228.0,5584.0,1193.0,4339.0,52.0
68_Santander,655_Sabana De Torres,Centro poblado,922.0,922.0,889.0,33.0,922.0,661.0,261.0,922.0,583.0,339.0,922.0,252.0,664.0,6.0,922.0,289.0,633.0,922.0,27.0,889.0,6.0
68_Santander,655_Sabana De Torres,Rural disperso,1801.0,1801.0,1724.0,77.0,1801.0,280.0,1521.0,1801.0,69.0,1732.0,1801.0,39.0,1760.0,2.0,1801.0,45.0,1756.0,1801.0,79.0,1719.0,3.0
68_Santander,669_San Andrés,Total municipal,2571.0,2571.0,2539.0,32.0,2571.0,1709.0,862.0,2571.0,1038.0,1533.0,2571.0,729.0,1830.0,12.0,2571.0,945.0,1626.0,2571.0,244.0,2312.0,15.0
68_Santander,669_San Andrés,Cabecera,935.0,935.0,916.0,19.0,935.0,930.0,5.0,935.0,914.0,21.0,935.0,709.0,216.0,10.0,935.0,919.0,16.0,935.0,225.0,699.0,11.0
68_Santander,669_San Andrés,Centro poblado,140.0,140.0,140.0,0.0,140.0,134.0,6.0,140.0,108.0,32.0,140.0,18.0,120.0,2.0,140.0,22.0,118.0,140.0,9.0,129.0,2.0
68_Santander,669_San Andrés,Rural disperso,1496.0,1496.0,1483.0,13.0,1496.0,645.0,851.0,1496.0,16.0,1480.0,1496.0,2.0,1494.0,0.0,1496.0,4.0,1492.0,1496.0,10.0,1484.0,2.0
68_Santander,673_San Benito,Total municipal,907.0,907.0,891.0,16.0,907.0,330.0,577.0,907.0,115.0,792.0,907.0,393.0,514.0,0.0,907.0,165.0,742.0,907.0,31.0,876.0,0.0
68_Santander,673_San Benito,Cabecera,83.0,83.0,82.0,1.0,83.0,81.0,2.0,83.0,80.0,3.0,83.0,75.0,8.0,0.0,83.0,76.0,7.0,83.0,22.0,61.0,0.0
68_Santander,673_San Benito,Centro poblado,133.0,133.0,128.0,5.0,133.0,85.0,48.0,133.0,19.0,114.0,133.0,44.0,89.0,0.0,133.0,20.0,113.0,133.0,4.0,129.0,0.0
68_Santander,673_San Benito,Rural disperso,691.0,691.0,681.0,10.0,691.0,164.0,527.0,691.0,16.0,675.0,691.0,274.0,417.0,0.0,691.0,69.0,622.0,691.0,5.0,686.0,0.0
68_Santander,679_San Gil,Total municipal,16999.0,16999.0,16924.0,75.0,16999.0,16180.0,819.0,16999.0,15057.0,1942.0,16999.0,9366.0,7476.0,157.0,16999.0,15207.0,1792.0,16999.0,6968.0,9874.0,157.0
68_Santander,679_San Gil,Cabecera,15136.0,15136.0,15076.0,60.0,15136.0,15056.0,80.0,15136.0,14937.0,199.0,15136.0,9283.0,5702.0,151.0,15136.0,15004.0,132.0,15136.0,6828.0,8157.0,151.0
68_Santander,679_San Gil,Rural disperso,1863.0,1863.0,1848.0,15.0,1863.0,1124.0,739.0,1863.0,120.0,1743.0,1863.0,83.0,1774.0,6.0,1863.0,203.0,1660.0,1863.0,140.0,1717.0,6.0
68_Santander,682_San Joaquín,Total municipal,718.0,718.0,693.0,25.0,718.0,374.0,344.0,718.0,261.0,457.0,718.0,226.0,483.0,9.0,718.0,266.0,452.0,718.0,41.0,668.0,9.0
68_Santander,682_San Joaquín,Cabecera,266.0,266.0,262.0,4.0,266.0,261.0,5.0,266.0,258.0,8.0,266.0,222.0,37.0,7.0,266.0,259.0,7.0,266.0,41.0,218.0,7.0
68_Santander,682_San Joaquín,Centro poblado,4.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,2.0,2.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0
68_Santander,682_San Joaquín,Rural disperso,448.0,448.0,427.0,21.0,448.0,109.0,339.0,448.0,1.0,447.0,448.0,4.0,442.0,2.0,448.0,7.0,441.0,448.0,0.0,446.0,2.0
68_Santander,684_San José De Miranda,Total municipal,1234.0,1234.0,1217.0,17.0,1234.0,596.0,638.0,1234.0,356.0,878.0,1234.0,271.0,963.0,0.0,1234.0,346.0,888.0,1234.0,72.0,1162.0,0.0
68_Santander,684_San José De Miranda,Cabecera,277.0,277.0,274.0,3.0,277.0,275.0,2.0,277.0,271.0,6.0,277.0,205.0,72.0,0.0,277.0,267.0,10.0,277.0,62.0,215.0,0.0
