Departamento,Municipio,"Total, Cabecera, Centro poblado y Rural disperso)",Perosnas en hogares particulares,Sin servicio de energía eléctrica,No tiene,Estrato 1,Estrato 2,Estrato 3,Estrato 4,Estrato 5,Estrato 6,No sabe o no responde
68_Santander,68432_Málaga,Cabecera,16840.0,70.0,24.0,3968.0,11897.0,803.0,40.0,16.0,0.0,22.0
68_Santander,68432_Málaga,Centro poblado,74.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
68_Santander,68432_Málaga,Rural disperso,2653.0,14.0,4.0,1965.0,670.0,0.0,0.0,0.0,0.0,0.0
68_Santander,68444_Matanza,Total,4470.0,137.0,15.0,3375.0,833.0,92.0,7.0,0.0,0.0,11.0
68_Santander,68444_Matanza,Cabecera,1220.0,13.0,0.0,316.0,790.0,90.0,7.0,0.0,0.0,4.0
68_Santander,68444_Matanza,Centro poblado,168.0,0.0,0.0,154.0,12.0,2.0,0.0,0.0,0.0,0.0
68_Santander,68444_Matanza,Rural disperso,3082.0,124.0,15.0,2905.0,31.0,0.0,0.0,0.0,0.0,7.0
68_Santander,68464_Mogotes,Total,10113.0,139.0,25.0,7134.0,2733.0,65.0,10.0,0.0,0.0,7.0
68_Santander,68464_Mogotes,Cabecera,3922.0,28.0,17.0,2051.0,1787.0,30.0,8.0,0.0,0.0,1.0
68_Santander,68464_Mogotes,Centro poblado,154.0,0.0,0.0,121.0,33.0,0.0,0.0,0.0,0.0,0.0
68_Santander,68464_Mogotes,Rural disperso,6037.0,111.0,8.0,4962.0,913.0,35.0,2.0,0.0,0.0,6.0
68_Santander,68468_Molagavita,Total,3915.0,43.0,3.0,3446.0,410.0,8.0,0.0,0.0,0.0,5.0
68_Santander,68468_Molagavita,Cabecera,620.0,0.0,3.0,268.0,339.0,8.0,0.0,0.0,0.0,2.0
68_Santander,68468_Molagavita,Centro poblado,34.0,0.0,0.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0
68_Santander,68468_Molagavita,Rural disperso,3261.0,43.0,0.0,3156.0,59.0,0.0,0.0,0.0,0.0,3.0
68_Santander,68498_Ocamonte,Total,4537.0,100.0,10.0,1331.0,2961.0,115.0,3.0,0.0,0.0,17.0
68_Santander,68498_Ocamonte,Cabecera,771.0,5.0,0.0,132.0,618.0,10.0,3.0,0.0,0.0,3.0
68_Santander,68498_Ocamonte,Rural disperso,3766.0,95.0,10.0,1199.0,2343.0,105.0,0.0,0.0,0.0,14.0
68_Santander,68500_Oiba,Total,10117.0,202.0,29.0,2762.0,5436.0,1555.0,110.0,9.0,2.0,12.0
68_Santander,68500_Oiba,Cabecera,4469.0,16.0,11.0,430.0,2698.0,1262.0,41.0,0.0,2.0,9.0
68_Santander,68500_Oiba,Centro poblado,24.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0
68_Santander,68500_Oiba,Rural disperso,5624.0,186.0,18.0,2323.0,2723.0,293.0,69.0,9.0,0.0,3.0
68_Santander,68502_Onzaga,Total,3928.0,189.0,6.0,2847.0,852.0,25.0,0.0,0.0,5.0,4.0
68_Santander,68502_Onzaga,Cabecera,1107.0,9.0,2.0,412.0,668.0,12.0,0.0,0.0,0.0,4.0
68_Santander,68502_Onzaga,Centro poblado,55.0,2.0,0.0,44.0,6.0,3.0,0.0,0.0,0.0,0.0
68_Santander,68502_Onzaga,Rural disperso,2766.0,178.0,4.0,2391.0,178.0,10.0,0.0,0.0,5.0,0.0
68_Santander,68522_Palmar,Total,1244.0,12.0,0.0,1006.0,217.0,5.0,0.0,0.0,1.0,3.0
68_Santander,68522_Palmar,Cabecera,422.0,5.0,0.0,279.0,129.0,5.0,0.0,0.0,1.0,3.0
68_Santander,68522_Palmar,Rural disperso,822.0,7.0,0.0,727.0,88.0,0.0,0.0,0.0,0.0,0.0
68_Santander,68524_Palmas Del Socorro,Total,2432.0,15.0,7.0,1062.0,1209.0,124.0,14.0,0.0,0.0,1.0
68_Santander,68524_Palmas Del Socorro,Cabecera,725.0,4.0,1.0,269.0,447.0,4.0,0.0,0.0,0.0,0.0
68_Santander,68524_Palmas Del Socorro,Rural disperso,1707.0,11.0,6.0,793.0,762.0,120.0,14.0,0.0,0.0,1.0
68_Santander,68533_Páramo,Total,4144.0,82.0,142.0,1708.0,1911.0,255.0,42.0,4.0,0.0,0.0
68_Santander,68533_Páramo,Cabecera,1209.0,14.0,4.0,124.0,905.0,149.0,13.0,0.0,0.0,0.0
68_Santander,68533_Páramo,Rural disperso,2935.0,68.0,138.0,1584.0,1006.0,106.0,29.0,4.0,0.0,0.0
68_Santander,68547_Piedecuesta,Total,156660.0,417.0,855.0,20699.0,53356.0,70936.0,8036.0,708.0,1531.0,122.0
68_Santander,68547_Piedecuesta,Cabecera,127391.0,163.0,93.0,4775.0,44139.0,69622.0,7763.0,666.0,86.0,84.0
68_Santander,68547_Piedecuesta,Centro poblado,9836.0,97.0,398.0,3977.0,3253.0,534.0,124.0,23.0,1424.0,6.0
68_Santander,68547_Piedecuesta,Rural disperso,19433.0,157.0,364.0,11947.0,5964.0,780.0,149.0,19.0,21.0,32.0
68_Santander,68549_Pinchote,Total,4457.0,27.0,39.0,1848.0,1888.0,623.0,10.0,14.0,7.0,1.0
68_Santander,68549_Pinchote,Cabecera,1014.0,0.0,3.0,208.0,723.0,65.0,6.0,8.0,0.0,1.0
68_Santander,68549_Pinchote,Centro poblado,332.0,0.0,0.0,9.0,36.0,284.0,0.0,0.0,3.0,0.0
68_Santander,68549_Pinchote,Rural disperso,3111.0,27.0,36.0,1631.0,1129.0,274.0,4.0,6.0,4.0,0.0
68_Santander,68572_Puente Nacional,Total,12451.0,133.0,30.0,6734.0,4059.0,1454.0,13.0,5.0,2.0,21.0
68_Santander,68572_Puente Nacional,Cabecera,4991.0,18.0,10.0,863.0,2663.0,1423.0,4.0,5.0,0.0,5.0
68_Santander,68572_Puente Nacional,Centro poblado,164.0,7.0,0.0,78.0,76.0,1.0,2.0,0.0,0.0,0.0
68_Santander,68572_Puente Nacional,Rural disperso,7296.0,108.0,20.0,5793.0,1320.0,30.0,7.0,0.0,2.0,16.0
68_Santander,68573_Puerto Parra,Total,6861.0,67.0,48.0,6052.0,639.0,40.0,5.0,0.0,4.0,6.0
68_Santander,68573_Puerto Parra,Cabecera,2394.0,23.0,26.0,1766.0,543.0,28.0,1.0,0.0,4.0,3.0
68_Santander,68573_Puerto Parra,Centro poblado,2257.0,5.0,0.0,2213.0,29.0,3.0,4.0,0.0,0.0,3.0
68_Santander,68573_Puerto Parra,Rural disperso,2210.0,39.0,22.0,2073.0,67.0,9.0,0.0,0.0,0.0,0.0
68_Santander,68575_Puerto Wilches,Total,31698.0,689.0,127.0,28382.0,2282.0,176.0,25.0,0.0,0.0,17.0
68_Santander,68575_Puerto Wilches,Cabecera,16058.0,91.0,11.0,13509.0,2247.0,162.0,25.0,0.0,0.0,13.0
68_Santander,68575_Puerto Wilches,Centro poblado,11507.0,289.0,13.0,11170.0,22.0,13.0,0.0,0.0,0.0,0.0
68_Santander,68575_Puerto Wilches,Rural disperso,4133.0,309.0,103.0,3703.0,13.0,1.0,0.0,0.0,0.0,4.0
68_Santander,68615_Rionegro,Total,25233.0,209.0,268.0,17235.0,5524.0,1940.0,22.0,9.0,1.0,25.0
68_Santander,68615_Rionegro,Cabecera,6122.0,10.0,19.0,1289.0,3021.0,1761.0,13.0,0.0,1.0,8.0
68_Santander,68615_Rionegro,Centro poblado,5275.0,33.0,236.0,4029.0,922.0,47.0,3.0,4.0,0.0,1.0
68_Santander,68615_Rionegro,Rural disperso,13836.0,166.0,13.0,11917.0,1581.0,132.0,6.0,5.0,0.0,16.0
68_Santander,68655_Sabana De Torres,Total,27718.0,471.0,212.0,18447.0,5903.0,2640.0,9.0,7.0,1.0,28.0
68_Santander,68655_Sabana De Torres,Cabecera,18596.0,172.0,55.0,10697.0,5099.0,2535.0,9.0,7.0,1.0,21.0
68_Santander,68655_Sabana De Torres,Centro poblado,3242.0,115.0,108.0,2981.0,32.0,6.0,0.0,0.0,0.0,0.0
68_Santander,68655_Sabana De Torres,Rural disperso,5880.0,184.0,49.0,4769.0,772.0,99.0,0.0,0.0,0.0,7.0
68_Santander,68669_San Andrés,Total,7985.0,83.0,7.0,4494.0,3344.0,40.0,1.0,0.0,0.0,16.0
68_Santander,68669_San Andrés,Cabecera,2842.0,60.0,3.0,779.0,1946.0,40.0,1.0,0.0,0.0,13.0
68_Santander,68669_San Andrés,Centro poblado,433.0,0.0,0.0,229.0,204.0,0.0,0.0,0.0,0.0,0.0
68_Santander,68669_San Andrés,Rural disperso,4710.0,23.0,4.0,3486.0,1194.0,0.0,0.0,0.0,0.0,3.0
68_Santander,68673_San Benito,Total,2705.0,35.0,1.0,1981.0,680.0,0.0,0.0,0.0,5.0,3.0
68_Santander,68673_San Benito,Cabecera,242.0,1.0,1.0,18.0,219.0,0.0,0.0,0.0,0.0,3.0
68_Santander,68673_San Benito,Centro poblado,416.0,9.0,0.0,336.0,66.0,0.0,0.0,0.0,5.0,0.0
68_Santander,68673_San Benito,Rural disperso,2047.0,25.0,0.0,1627.0,395.0,0.0,0.0,0.0,0.0,0.0
68_Santander,68679_San Gil,Total,54066.0,209.0,73.0,4540.0,20537.0,25754.0,2723.0,155.0,16.0,59.0
68_Santander,68679_San Gil,Cabecera,47730.0,167.0,44.0,1183.0,18045.0,25374.0,2696.0,146.0,16.0,59.0
68_Santander,68679_San Gil,Rural disperso,6336.0,42.0,29.0,3357.0,2492.0,380.0,27.0,9.0,0.0,0.0
68_Santander,68682_San Joaquín,Total,2167.0,56.0,7.0,1245.0,816.0,25.0,14.0,0.0,0.0,4.0
68_Santander,68682_San Joaquín,Cabecera,760.0,10.0,3.0,343.0,394.0,8.0,0.0,0.0,0.0,2.0
68_Santander,68682_San Joaquín,Centro poblado,12.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0
68_Santander,68682_San Joaquín,Rural disperso,1395.0,46.0,4.0,893.0,419.0,17.0,14.0,0.0,0.0,2.0
68_Santander,68684_San José De Miranda,Total,4132.0,55.0,1.0,3055.0,1011.0,1.0,0.0,5.0,0.0,4.0
68_Santander,68684_San José De Miranda,Cabecera,851.0,13.0,0.0,161.0,668.0,1.0,0.0,4.0,0.0,4.0
68_Santander,68684_San José De Miranda,Centro poblado,274.0,0.0,0.0,248.0,26.0,0.0,0.0,0.0,0.0,0.0
68_Santander,68684_San José De Miranda,Rural disperso,3007.0,42.0,1.0,2646.0,317.0,0.0,0.0,1.0,0.0,0.0
68_Santander,68686_San Miguel,Total,2433.0,22.0,0.0,1995.0,397.0,17.0,0.0,0.0,0.0,2.0
68_Santander,68686_San Miguel,Cabecera,629.0,1.0,0.0,243.0,367.0,16.0,0.0,0.0,0.0,2.0
68_Santander,68686_San Miguel,Rural disperso,1804.0,21.0,0.0,1752.0,30.0,1.0,0.0,0.0,0.0,0.0
68_Santander,68689_San Vicente De Chucurí,Total,28760.0,354.0,1011.0,15986.0,10585.0,784.0,10.0,0.0,0.0,30.0
68_Santander,68689_San Vicente De Chucurí,Cabecera,10938.0,42.0,16.0,3554.0,6634.0,671.0,8.0,0.0,0.0,13.0
68_Santander,68689_San Vicente De Chucurí,Centro poblado,3164.0,74.0,677.0,2337.0,67.0,3.0,0.0,0.0,0.0,6.0
68_Santander,68689_San Vicente De Chucurí,Rural disperso,14658.0,238.0,318.0,10095.0,3884.0,110.0,2.0,0.0,0.0,11.0
68_Santander,68705_Santa Bárbara,Total,2239.0,79.0,0.0,1178.0,948.0,27.0,0.0,0.0,0.0,7.0
68_Santander,68705_Santa Bárbara,Cabecera,204.0,2.0,0.0,52.0,137.0,10.0,0.0,0.0,0.0,3.0
68_Santander,68705_Santa Bárbara,Rural disperso,2035.0,77.0,0.0,1126.0,811.0,17.0,0.0,0.0,0.0,4.0
68_Santander,68720_Santa Helena Del Opón,Total,3160.0,52.0,36.0,2063.0,999.0,5.0,0.0,0.0,0.0,5.0
68_Santander,68720_Santa Helena Del Opón,Cabecera,718.0,1.0,33.0,366.0,309.0,5.0,0.0,0.0,0.0,4.0
68_Santander,68720_Santa Helena Del Opón,Centro poblado,691.0,3.0,1.0,597.0,89.0,0.0,0.0,0.0,0.0,1.0
68_Santander,68720_Santa Helena Del Opón,Rural disperso,1751.0,48.0,2.0,1100.0,601.0,0.0,0.0,0.0,0.0,0.0
68_Santander,68745_Simacota,Total,7759.0,176.0,27.0,4647.0,2746.0,144.0,7.0,3.0,0.0,9.0
68_Santander,68745_Simacota,Cabecera,1896.0,4.0,3.0,462.0,1400.0,17.0,4.0,0.0,0.0,6.0
68_Santander,68745_Simacota,Centro poblado,341.0,1.0,0.0,329.0,11.0,0.0,0.0,0.0,0.0,0.0
68_Santander,68745_Simacota,Rural disperso,5522.0,171.0,24.0,3856.0,1335.0,127.0,3.0,3.0,0.0,3.0
68_Santander,68755_Socorro,Total,28975.0,65.0,76.0,4112.0,19058.0,4904.0,642.0,65.0,14.0,39.0
68_Santander,68755_Socorro,Cabecera,23716.0,52.0,58.0,1436.0,16984.0,4505.0,588.0,50.0,9.0,34.0
68_Santander,68755_Socorro,Centro poblado,58.0,0.0,0.0,11.0,40.0,0.0,0.0,7.0,0.0,0.0
68_Santander,68755_Socorro,Rural disperso,5201.0,13.0,18.0,2665.0,2034.0,399.0,54.0,8.0,5.0,5.0
68_Santander,68770_Suaita,Total,8739.0,85.0,40.0,4179.0,3761.0,660.0,3.0,1.0,0.0,10.0
68_Santander,68770_Suaita,Cabecera,1789.0,4.0,1.0,492.0,975.0,311.0,1.0,0.0,0.0,5.0
68_Santander,68770_Suaita,Centro poblado,1981.0,19.0,20.0,285.0,1403.0,252.0,0.0,1.0,0.0,1.0
68_Santander,68770_Suaita,Rural disperso,4969.0,62.0,19.0,3402.0,1383.0,97.0,2.0,0.0,0.0,4.0
68_Santander,68773_Sucre,Total,6038.0,198.0,34.0,4655.0,1112.0,20.0,4.0,0.0,3.0,12.0
68_Santander,68773_Sucre,Cabecera,464.0,0.0,2.0,340.0,102.0,16.0,4.0,0.0,0.0,0.0
68_Santander,68773_Sucre,Centro poblado,1157.0,6.0,7.0,916.0,217.0,2.0,0.0,0.0,0.0,9.0
68_Santander,68773_Sucre,Rural disperso,4417.0,192.0,25.0,3399.0,793.0,2.0,0.0,0.0,3.0,3.0
68_Santander,68780_Suratá,Total,3520.0,96.0,16.0,2621.0,714.0,57.0,10.0,0.0,0.0,6.0
68_Santander,68780_Suratá,Cabecera,902.0,6.0,5.0,447.0,399.0,39.0,1.0,0.0,0.0,5.0
68_Santander,68780_Suratá,Centro poblado,144.0,0.0,2.0,100.0,35.0,0.0,7.0,0.0,0.0,0.0
68_Santander,68780_Suratá,Rural disperso,2474.0,90.0,9.0,2074.0,280.0,18.0,2.0,0.0,0.0,1.0
68_Santander,68820_Tona,Total,6680.0,40.0,29.0,4104.0,2459.0,40.0,7.0,0.0,0.0,1.0
68_Santander,68820_Tona,Cabecera,499.0,1.0,0.0,253.0,239.0,2.0,4.0,0.0,0.0,0.0
68_Santander,68820_Tona,Centro poblado,1130.0,0.0,0.0,757.0,342.0,28.0,2.0,0.0,0.0,1.0
68_Santander,68820_Tona,Rural disperso,5051.0,39.0,29.0,3094.0,1878.0,10.0,1.0,0.0,0.0,0.0
68_Santander,68855_Valle De San José,Total,5648.0,43.0,36.0,2681.0,2404.0,479.0,2.0,0.0,1.0,2.0
68_Santander,68855_Valle De San José,Cabecera,2319.0,14.0,0.0,308.0,1583.0,410.0,2.0,0.0,0.0,2.0
68_Santander,68855_Valle De San José,Rural disperso,3329.0,29.0,36.0,2373.0,821.0,69.0,0.0,0.0,1.0,0.0
68_Santander,68861_Vélez,Total,18382.0,117.0,41.0,10190.0,5950.0,1989.0,26.0,6.0,4.0,59.0
68_Santander,68861_Vélez,Cabecera,10469.0,15.0,24.0,3375.0,5076.0,1930.0,20.0,5.0,3.0,21.0
68_Santander,68861_Vélez,Centro poblado,1206.0,10.0,0.0,1031.0,159.0,3.0,0.0,0.0,0.0,3.0
68_Santander,68861_Vélez,Rural disperso,6707.0,92.0,17.0,5784.0,715.0,56.0,6.0,1.0,1.0,35.0
68_Santander,68867_Vetas,Total,1762.0,11.0,1.0,1111.0,598.0,39.0,0.0,0.0,0.0,2.0
68_Santander,68867_Vetas,Cabecera,708.0,1.0,1.0,324.0,353.0,27.0,0.0,0.0,0.0,2.0
68_Santander,68867_Vetas,Rural disperso,1054.0,10.0,0.0,787.0,245.0,12.0,0.0,0.0,0.0,0.0
68_Santander,68872_Villanueva,Total,6725.0,113.0,19.0,1314.0,4661.0,616.0,2.0,0.0,0.0,0.0
68_Santander,68872_Villanueva,Cabecera,4434.0,46.0,16.0,897.0,2871.0,602.0,2.0,0.0,0.0,0.0
68_Santander,68872_Villanueva,Rural disperso,2291.0,67.0,3.0,417.0,1790.0,14.0,0.0,0.0,0.0,0.0
68_Santander,68895_Zapatoca,Total,8865.0,69.0,15.0,3514.0,4146.0,878.0,7.0,0.0,0.0,236.0
68_Santander,68895_Zapatoca,Cabecera,5897.0,17.0,7.0,1927.0,3157.0,771.0,4.0,0.0,0.0,14.0
68_Santander,68895_Zapatoca,Centro poblado,352.0,3.0,0.0,93.0,254.0,2.0,0.0,0.0,0.0,0.0
68_Santander,68895_Zapatoca,Rural disperso,2616.0,49.0,8.0,1494.0,735.0,105.0,3.0,0.0,0.0,222.0
70_Sucre,70001_Sincelejo,Total,273225.0,1958.0,716.0,173971.0,70530.0,17508.0,6169.0,1430.0,790.0,153.0
70_Sucre,70001_Sincelejo,Cabecera,246636.0,1599.0,602.0,148444.0,69975.0,17494.0,6158.0,1430.0,790.0,144.0
70_Sucre,70001_Sincelejo,Centro poblado,18954.0,248.0,46.0,18122.0,518.0,8.0,5.0,0.0,0.0,7.0
70_Sucre,70001_Sincelejo,Rural disperso,7635.0,111.0,68.0,7405.0,37.0,6.0,6.0,0.0,0.0,2.0
70_Sucre,70110_Buenavista,Total,10005.0,837.0,17.0,8650.0,496.0,5.0,0.0,0.0,0.0,0.0
70_Sucre,70110_Buenavista,Cabecera,8304.0,636.0,0.0,7194.0,469.0,5.0,0.0,0.0,0.0,0.0
70_Sucre,70110_Buenavista,Centro poblado,839.0,0.0,0.0,813.0,26.0,0.0,0.0,0.0,0.0,0.0
70_Sucre,70110_Buenavista,Rural disperso,862.0,201.0,17.0,643.0,1.0,0.0,0.0,0.0,0.0,0.0
70_Sucre,70124_Caimito,Total,13331.0,1185.0,36.0,11915.0,169.0,5.0,11.0,0.0,0.0,10.0
70_Sucre,70124_Caimito,Cabecera,3638.0,350.0,29.0,3117.0,134.0,3.0,0.0,0.0,0.0,5.0
70_Sucre,70124_Caimito,Centro poblado,6485.0,376.0,6.0,6061.0,27.0,0.0,11.0,0.0,0.0,4.0
70_Sucre,70124_Caimito,Rural disperso,3208.0,459.0,1.0,2737.0,8.0,2.0,0.0,0.0,0.0,1.0
70_Sucre,70204_Colosó,Total,7803.0,545.0,443.0,6735.0,74.0,3.0,3.0,0.0,0.0,0.0
70_Sucre,70204_Colosó,Cabecera,3436.0,10.0,2.0,3401.0,17.0,3.0,3.0,0.0,0.0,0.0
70_Sucre,70204_Colosó,Centro poblado,2503.0,179.0,152.0,2143.0,29.0,0.0,0.0,0.0,0.0,0.0
70_Sucre,70204_Colosó,Rural disperso,1864.0,356.0,289.0,1191.0,28.0,0.0,0.0,0.0,0.0,0.0
70_Sucre,70215_Corozal,Total,65848.0,1180.0,133.0,44883.0,18028.0,1328.0,224.0,21.0,4.0,47.0
70_Sucre,70215_Corozal,Cabecera,51023.0,246.0,43.0,31743.0,17436.0,1283.0,217.0,21.0,4.0,30.0
70_Sucre,70215_Corozal,Centro poblado,11958.0,186.0,50.0,11344.0,362.0,7.0,6.0,0.0,0.0,3.0
70_Sucre,70215_Corozal,Rural disperso,2867.0,748.0,40.0,1796.0,230.0,38.0,1.0,0.0,0.0,14.0
70_Sucre,70221_Coveñas,Total,15131.0,473.0,118.0,9459.0,4816.0,203.0,24.0,4.0,0.0,34.0
70_Sucre,70221_Coveñas,Cabecera,8155.0,236.0,83.0,4047.0,3550.0,183.0,20.0,4.0,0.0,32.0
70_Sucre,70221_Coveñas,Centro poblado,4090.0,75.0,2.0,2795.0,1208.0,6.0,4.0,0.0,0.0,0.0
70_Sucre,70221_Coveñas,Rural disperso,2886.0,162.0,33.0,2617.0,58.0,14.0,0.0,0.0,0.0,2.0
70_Sucre,70230_Chalán,Total,4425.0,235.0,274.0,3861.0,41.0,1.0,0.0,0.0,0.0,13.0
70_Sucre,70230_Chalán,Cabecera,2853.0,67.0,186.0,2575.0,24.0,1.0,0.0,0.0,0.0,0.0
70_Sucre,70230_Chalán,Centro poblado,600.0,2.0,32.0,540.0,13.0,0.0,0.0,0.0,0.0,13.0
70_Sucre,70230_Chalán,Rural disperso,972.0,166.0,56.0,746.0,4.0,0.0,0.0,0.0,0.0,0.0
70_Sucre,70233_El Roble,Total,9786.0,550.0,10.0,9185.0,26.0,10.0,0.0,0.0,0.0,5.0
70_Sucre,70233_El Roble,Cabecera,4327.0,37.0,4.0,4254.0,22.0,10.0,0.0,0.0,0.0,0.0
70_Sucre,70233_El Roble,Centro poblado,4678.0,206.0,5.0,4462.0,0.0,0.0,0.0,0.0,0.0,5.0
70_Sucre,70233_El Roble,Rural disperso,781.0,307.0,1.0,469.0,4.0,0.0,0.0,0.0,0.0,0.0
70_Sucre,70235_Galeras,Total,20239.0,1268.0,14.0,18406.0,528.0,8.0,2.0,2.0,10.0,1.0
70_Sucre,70235_Galeras,Cabecera,11891.0,328.0,0.0,11148.0,395.0,7.0,0.0,2.0,10.0,1.0
70_Sucre,70235_Galeras,Centro poblado,4505.0,236.0,10.0,4148.0,110.0,1.0,0.0,0.0,0.0,0.0
70_Sucre,70235_Galeras,Rural disperso,3843.0,704.0,4.0,3110.0,23.0,0.0,2.0,0.0,0.0,0.0
70_Sucre,70265_Guaranda,Total,15618.0,280.0,299.0,15000.0,31.0,2.0,0.0,0.0,0.0,6.0
70_Sucre,70265_Guaranda,Cabecera,6772.0,28.0,51.0,6665.0,20.0,2.0,0.0,0.0,0.0,6.0
70_Sucre,70265_Guaranda,Centro poblado,1848.0,7.0,20.0,1816.0,5.0,0.0,0.0,0.0,0.0,0.0
70_Sucre,70265_Guaranda,Rural disperso,6998.0,245.0,228.0,6519.0,6.0,0.0,0.0,0.0,0.0,0.0
70_Sucre,70400_La Unión,Total,11510.0,573.0,149.0,9891.0,872.0,14.0,8.0,0.0,2.0,1.0
70_Sucre,70400_La Unión,Cabecera,5500.0,58.0,0.0,4694.0,724.0,13.0,8.0,0.0,2.0,1.0
70_Sucre,70400_La Unión,Centro poblado,1497.0,22.0,4.0,1385.0,86.0,0.0,0.0,0.0,0.0,0.0
70_Sucre,70400_La Unión,Rural disperso,4513.0,493.0,145.0,3812.0,62.0,1.0,0.0,0.0,0.0,0.0
70_Sucre,70418_Los Palmitos,Total,21831.0,616.0,1021.0,19099.0,1071.0,19.0,1.0,0.0,0.0,4.0
70_Sucre,70418_Los Palmitos,Cabecera,10961.0,232.0,620.0,9103.0,988.0,15.0,0.0,0.0,0.0,3.0
70_Sucre,70418_Los Palmitos,Centro poblado,6716.0,63.0,66.0,6503.0,83.0,0.0,1.0,0.0,0.0,0.0
70_Sucre,70418_Los Palmitos,Rural disperso,4154.0,321.0,335.0,3493.0,0.0,4.0,0.0,0.0,0.0,1.0
70_Sucre,70429_Majagual,Total,32622.0,422.0,430.0,31357.0,353.0,17.0,18.0,9.0,0.0,16.0
70_Sucre,70429_Majagual,Cabecera,9464.0,56.0,21.0,9044.0,310.0,12.0,7.0,0.0,0.0,14.0
70_Sucre,70429_Majagual,Centro poblado,6667.0,59.0,36.0,6546.0,8.0,2.0,7.0,9.0,0.0,0.0
70_Sucre,70429_Majagual,Rural disperso,16491.0,307.0,373.0,15767.0,35.0,3.0,4.0,0.0,0.0,2.0
70_Sucre,70473_Morroa,Total,14789.0,633.0,51.0,12809.0,1239.0,39.0,3.0,0.0,0.0,15.0
70_Sucre,70473_Morroa,Cabecera,8971.0,118.0,2.0,7587.0,1212.0,36.0,3.0,0.0,0.0,13.0
70_Sucre,70473_Morroa,Centro poblado,2953.0,50.0,39.0,2850.0,13.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,70473_Morroa,Rural disperso,2865.0,465.0,10.0,2372.0,14.0,3.0,0.0,0.0,0.0,1.0
70_Sucre,70508_Ovejas,Total,22384.0,1317.0,529.0,19417.0,1076.0,14.0,12.0,0.0,2.0,17.0
70_Sucre,70508_Ovejas,Cabecera,11406.0,116.0,261.0,10093.0,894.0,14.0,12.0,0.0,2.0,14.0
70_Sucre,70508_Ovejas,Centro poblado,8126.0,91.0,150.0,7716.0,166.0,0.0,0.0,0.0,0.0,3.0
70_Sucre,70508_Ovejas,Rural disperso,2852.0,1110.0,118.0,1608.0,16.0,0.0,0.0,0.0,0.0,0.0
70_Sucre,70523_Palmito,Total,12534.0,1253.0,481.0,10734.0,61.0,0.0,3.0,0.0,0.0,2.0
70_Sucre,70523_Palmito,Cabecera,4690.0,132.0,178.0,4319.0,59.0,0.0,0.0,0.0,0.0,2.0
70_Sucre,70523_Palmito,Centro poblado,4655.0,562.0,98.0,3995.0,0.0,0.0,0.0,0.0,0.0,0.0
70_Sucre,70523_Palmito,Rural disperso,3189.0,559.0,205.0,2420.0,2.0,0.0,3.0,0.0,0.0,0.0
70_Sucre,70670_Sampués,Total,44617.0,2050.0,169.0,35343.0,6919.0,86.0,10.0,0.0,0.0,40.0
70_Sucre,70670_Sampués,Cabecera,23440.0,344.0,116.0,16105.0,6759.0,81.0,8.0,0.0,0.0,27.0
70_Sucre,70670_Sampués,Centro poblado,8207.0,267.0,19.0,7845.0,76.0,0.0,0.0,0.0,0.0,0.0
70_Sucre,70670_Sampués,Rural disperso,12970.0,1439.0,34.0,11393.0,84.0,5.0,2.0,0.0,0.0,13.0
70_Sucre,70678_San Benito Abad,Total,25511.0,2510.0,385.0,22323.0,262.0,6.0,9.0,0.0,2.0,14.0
70_Sucre,70678_San Benito Abad,Cabecera,5888.0,117.0,21.0,5585.0,154.0,1.0,0.0,0.0,2.0,8.0
70_Sucre,70678_San Benito Abad,Centro poblado,13524.0,641.0,319.0,12448.0,101.0,5.0,9.0,0.0,0.0,1.0
70_Sucre,70678_San Benito Abad,Rural disperso,6099.0,1752.0,45.0,4290.0,7.0,0.0,0.0,0.0,0.0,5.0
70_Sucre,70702_San Juan De Betulia,Total,13435.0,617.0,6.0,9362.0,3428.0,9.0,3.0,3.0,0.0,7.0
70_Sucre,70702_San Juan De Betulia,Cabecera,6883.0,138.0,0.0,4159.0,2567.0,9.0,3.0,3.0,0.0,4.0
70_Sucre,70702_San Juan De Betulia,Centro poblado,4789.0,154.0,6.0,3900.0,726.0,0.0,0.0,0.0,0.0,3.0
70_Sucre,70702_San Juan De Betulia,Rural disperso,1763.0,325.0,0.0,1303.0,135.0,0.0,0.0,0.0,0.0,0.0
70_Sucre,70708_San Marcos,Total,53315.0,1795.0,486.0,43307.0,6276.0,1405.0,18.0,6.0,0.0,22.0
70_Sucre,70708_San Marcos,Cabecera,31977.0,652.0,369.0,23389.0,6135.0,1403.0,9.0,6.0,0.0,14.0
70_Sucre,70708_San Marcos,Centro poblado,13738.0,296.0,11.0,13304.0,112.0,0.0,8.0,0.0,0.0,7.0
70_Sucre,70708_San Marcos,Rural disperso,7600.0,847.0,106.0,6614.0,29.0,2.0,1.0,0.0,0.0,1.0
70_Sucre,70713_San Onofre,Total,47952.0,1241.0,202.0,45034.0,1340.0,72.0,40.0,4.0,0.0,19.0
