Departamento,Municipio,"Total, Cabecera, Centro poblado y Rural disperso) y tipo de vivienda",Total,"Bloque, ladrillo, piedra, madera pulida",Concreto vaciado,Material prefabricado,Guadua,"Tapia pisada, bahareque, adobe","Madera burda, tabla, tablón","Caña, esterilla, otros vegetales","Materiales de desecho (Zinc, tela, cartón, latas, plásticos, otros)",Sin paredes
54_Norte de Santander,518_Pamplona,Casa,8733.0,7455.0,54.0,17.0,0.0,1101.0,95.0,3.0,8.0,0.0
54_Norte de Santander,518_Pamplona,Apartamento,3822.0,3735.0,59.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0
54_Norte de Santander,518_Pamplona,Tipo cuarto,828.0,774.0,11.0,3.0,0.0,31.0,6.0,1.0,2.0,0.0
54_Norte de Santander,518_Pamplona,Vivienda tradicional indígena,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54_Norte de Santander,518_Pamplona,Vivienda tradicional étnica,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
54_Norte de Santander,518_Pamplona,Otro tipo de vivienda (1),18.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0
54_Norte de Santander,520_Pamplonita,Total,1399.0,960.0,3.0,6.0,0.0,385.0,42.0,2.0,1.0,0.0
54_Norte de Santander,520_Pamplonita,Casa,1307.0,874.0,3.0,6.0,0.0,380.0,41.0,2.0,1.0,0.0
54_Norte de Santander,520_Pamplonita,Apartamento,85.0,82.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
54_Norte de Santander,520_Pamplonita,Tipo cuarto,7.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
54_Norte de Santander,553_Puerto Santander,Total,1924.0,1782.0,11.0,2.0,1.0,2.0,86.0,29.0,11.0,0.0
54_Norte de Santander,553_Puerto Santander,Casa,1824.0,1686.0,9.0,2.0,1.0,2.0,85.0,28.0,11.0,0.0
54_Norte de Santander,553_Puerto Santander,Apartamento,30.0,28.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
54_Norte de Santander,553_Puerto Santander,Tipo cuarto,67.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54_Norte de Santander,553_Puerto Santander,Otro tipo de vivienda (1),3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
54_Norte de Santander,599_Ragonvalia,Total,1374.0,1013.0,15.0,15.0,0.0,261.0,53.0,3.0,14.0,0.0
54_Norte de Santander,599_Ragonvalia,Casa,1272.0,935.0,12.0,12.0,0.0,249.0,50.0,3.0,11.0,0.0
54_Norte de Santander,599_Ragonvalia,Apartamento,56.0,52.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
54_Norte de Santander,599_Ragonvalia,Tipo cuarto,43.0,26.0,2.0,2.0,0.0,8.0,3.0,0.0,2.0,0.0
54_Norte de Santander,599_Ragonvalia,Otro tipo de vivienda (1),3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
54_Norte de Santander,660_Salazar,Total,2490.0,1392.0,11.0,6.0,1.0,998.0,76.0,2.0,3.0,1.0
54_Norte de Santander,660_Salazar,Casa,2355.0,1292.0,6.0,3.0,1.0,975.0,73.0,2.0,3.0,0.0
54_Norte de Santander,660_Salazar,Apartamento,67.0,54.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
54_Norte de Santander,660_Salazar,Tipo cuarto,64.0,45.0,2.0,3.0,0.0,11.0,3.0,0.0,0.0,0.0
54_Norte de Santander,660_Salazar,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
54_Norte de Santander,660_Salazar,Otro tipo de vivienda (1),3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54_Norte de Santander,670_San Calixto,Total,2652.0,860.0,1.0,0.0,0.0,1460.0,294.0,0.0,37.0,0.0
54_Norte de Santander,670_San Calixto,Casa,2594.0,812.0,1.0,0.0,0.0,1453.0,294.0,0.0,34.0,0.0
54_Norte de Santander,670_San Calixto,Apartamento,40.0,39.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
54_Norte de Santander,670_San Calixto,Tipo cuarto,16.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0
54_Norte de Santander,670_San Calixto,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
54_Norte de Santander,673_San Cayetano,Total,1954.0,1528.0,6.0,3.0,3.0,270.0,88.0,22.0,34.0,0.0
54_Norte de Santander,673_San Cayetano,Casa,1784.0,1397.0,5.0,2.0,3.0,253.0,81.0,19.0,24.0,0.0
54_Norte de Santander,673_San Cayetano,Apartamento,79.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54_Norte de Santander,673_San Cayetano,Tipo cuarto,91.0,53.0,0.0,1.0,0.0,17.0,7.0,3.0,10.0,0.0
54_Norte de Santander,680_Santiago,Total,824.0,549.0,1.0,4.0,3.0,240.0,25.0,0.0,2.0,0.0
54_Norte de Santander,680_Santiago,Casa,778.0,515.0,1.0,4.0,3.0,229.0,25.0,0.0,1.0,0.0
54_Norte de Santander,680_Santiago,Apartamento,19.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
54_Norte de Santander,680_Santiago,Tipo cuarto,25.0,17.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
54_Norte de Santander,680_Santiago,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
54_Norte de Santander,720_Sardinata,Total,5947.0,3422.0,14.0,37.0,2.0,1157.0,1272.0,8.0,34.0,1.0
54_Norte de Santander,720_Sardinata,Casa,5426.0,3101.0,10.0,30.0,2.0,1093.0,1156.0,7.0,27.0,0.0
54_Norte de Santander,720_Sardinata,Apartamento,132.0,125.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
54_Norte de Santander,720_Sardinata,Tipo cuarto,369.0,194.0,0.0,5.0,0.0,59.0,111.0,0.0,0.0,0.0
54_Norte de Santander,720_Sardinata,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
54_Norte de Santander,720_Sardinata,Vivienda tradicional étnica,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
54_Norte de Santander,720_Sardinata,Otro tipo de vivienda (1),16.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,7.0,1.0
54_Norte de Santander,743_Silos,Total,1668.0,1090.0,1.0,1.0,0.0,569.0,6.0,0.0,1.0,0.0
54_Norte de Santander,743_Silos,Casa,1594.0,1032.0,0.0,1.0,0.0,554.0,6.0,0.0,1.0,0.0
54_Norte de Santander,743_Silos,Apartamento,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54_Norte de Santander,743_Silos,Tipo cuarto,51.0,35.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
54_Norte de Santander,800_Teorama,Total,3814.0,1590.0,12.0,0.0,2.0,1467.0,700.0,18.0,23.0,2.0
54_Norte de Santander,800_Teorama,Casa,3612.0,1521.0,10.0,0.0,0.0,1415.0,632.0,15.0,18.0,1.0
54_Norte de Santander,800_Teorama,Apartamento,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54_Norte de Santander,800_Teorama,Tipo cuarto,125.0,47.0,2.0,0.0,2.0,46.0,27.0,0.0,1.0,0.0
54_Norte de Santander,800_Teorama,Vivienda tradicional indígena,51.0,1.0,0.0,0.0,0.0,6.0,40.0,3.0,0.0,1.0
54_Norte de Santander,800_Teorama,Otro tipo de vivienda (1),6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0
54_Norte de Santander,810_Tibú,Total,14378.0,7344.0,149.0,47.0,9.0,100.0,6054.0,77.0,584.0,14.0
54_Norte de Santander,810_Tibú,Casa,13197.0,6606.0,60.0,39.0,5.0,93.0,5817.0,46.0,530.0,1.0
54_Norte de Santander,810_Tibú,Apartamento,497.0,391.0,81.0,4.0,0.0,0.0,16.0,0.0,5.0,0.0
54_Norte de Santander,810_Tibú,Tipo cuarto,610.0,339.0,7.0,4.0,0.0,4.0,210.0,0.0,46.0,0.0
54_Norte de Santander,810_Tibú,Vivienda tradicional indígena,47.0,0.0,0.0,0.0,4.0,3.0,9.0,31.0,0.0,0.0
54_Norte de Santander,810_Tibú,Otro tipo de vivienda (1),27.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,13.0
54_Norte de Santander,820_Toledo,Total,4479.0,2428.0,18.0,7.0,5.0,1029.0,931.0,43.0,16.0,2.0
54_Norte de Santander,820_Toledo,Casa,3984.0,2194.0,13.0,5.0,5.0,992.0,753.0,8.0,14.0,0.0
54_Norte de Santander,820_Toledo,Apartamento,119.0,112.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
54_Norte de Santander,820_Toledo,Tipo cuarto,172.0,118.0,2.0,1.0,0.0,34.0,17.0,0.0,0.0,0.0
54_Norte de Santander,820_Toledo,Vivienda tradicional indígena,193.0,0.0,0.0,0.0,0.0,0.0,157.0,34.0,0.0,2.0
54_Norte de Santander,820_Toledo,Vivienda tradicional étnica,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
54_Norte de Santander,820_Toledo,Otro tipo de vivienda (1),9.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0
54_Norte de Santander,871_Villa Caro,Total,1224.0,422.0,5.0,1.0,0.0,781.0,14.0,0.0,1.0,0.0
54_Norte de Santander,871_Villa Caro,Casa,1211.0,414.0,4.0,1.0,0.0,778.0,14.0,0.0,0.0,0.0
54_Norte de Santander,871_Villa Caro,Apartamento,8.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
54_Norte de Santander,871_Villa Caro,Tipo cuarto,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
54_Norte de Santander,871_Villa Caro,Vivienda tradicional étnica,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54_Norte de Santander,871_Villa Caro,Otro tipo de vivienda (1),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54_Norte de Santander,874_Villa Del Rosario,Total,25679.0,23038.0,1427.0,90.0,6.0,218.0,584.0,10.0,305.0,1.0
54_Norte de Santander,874_Villa Del Rosario,Casa,20161.0,18211.0,1017.0,76.0,4.0,188.0,447.0,9.0,209.0,0.0
54_Norte de Santander,874_Villa Del Rosario,Apartamento,4105.0,3737.0,292.0,13.0,0.0,9.0,39.0,0.0,15.0,0.0
54_Norte de Santander,874_Villa Del Rosario,Tipo cuarto,1388.0,1086.0,116.0,1.0,2.0,19.0,98.0,1.0,65.0,0.0
54_Norte de Santander,874_Villa Del Rosario,Vivienda tradicional indígena,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54_Norte de Santander,874_Villa Del Rosario,Vivienda tradicional étnica,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54_Norte de Santander,874_Villa Del Rosario,Otro tipo de vivienda (1),22.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,16.0,1.0
63_Quindio,001_Armenia,Total,93611.0,78821.0,9608.0,1310.0,593.0,701.0,1060.0,1456.0,60.0,2.0
63_Quindio,001_Armenia,Casa,66765.0,58096.0,4548.0,922.0,514.0,571.0,844.0,1233.0,37.0,0.0
63_Quindio,001_Armenia,Apartamento,24356.0,18891.0,4998.0,369.0,8.0,29.0,27.0,34.0,0.0,0.0
63_Quindio,001_Armenia,Tipo cuarto,2244.0,1794.0,58.0,17.0,24.0,79.0,117.0,147.0,8.0,0.0
63_Quindio,001_Armenia,Vivienda tradicional indígena,62.0,4.0,1.0,0.0,19.0,1.0,35.0,2.0,0.0,0.0
63_Quindio,001_Armenia,Vivienda tradicional étnica,30.0,8.0,1.0,0.0,10.0,1.0,7.0,2.0,0.0,1.0
63_Quindio,001_Armenia,Otro tipo de vivienda (1),154.0,28.0,2.0,2.0,18.0,20.0,30.0,38.0,15.0,1.0
63_Quindio,111_Buenavista,Total,906.0,797.0,16.0,10.0,21.0,32.0,15.0,15.0,0.0,0.0
63_Quindio,111_Buenavista,Casa,851.0,758.0,15.0,9.0,13.0,30.0,12.0,14.0,0.0,0.0
63_Quindio,111_Buenavista,Apartamento,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63_Quindio,111_Buenavista,Tipo cuarto,38.0,28.0,1.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0
63_Quindio,111_Buenavista,Vivienda tradicional indígena,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
63_Quindio,111_Buenavista,Otro tipo de vivienda (1),2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
63_Quindio,130_Calarcá,Total,23385.0,19368.0,2120.0,302.0,197.0,290.0,219.0,692.0,195.0,2.0
63_Quindio,130_Calarcá,Casa,18044.0,14870.0,1691.0,238.0,138.0,225.0,170.0,549.0,163.0,0.0
63_Quindio,130_Calarcá,Apartamento,3980.0,3503.0,322.0,30.0,2.0,42.0,13.0,55.0,13.0,0.0
63_Quindio,130_Calarcá,Tipo cuarto,1338.0,991.0,106.0,32.0,56.0,23.0,33.0,86.0,11.0,0.0
63_Quindio,130_Calarcá,Vivienda tradicional indígena,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
63_Quindio,130_Calarcá,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
63_Quindio,130_Calarcá,Otro tipo de vivienda (1),20.0,3.0,1.0,2.0,1.0,0.0,3.0,2.0,6.0,2.0
63_Quindio,190_Circasia,Total,8814.0,7873.0,205.0,105.0,33.0,221.0,209.0,154.0,14.0,0.0
63_Quindio,190_Circasia,Casa,7565.0,6735.0,183.0,95.0,24.0,209.0,183.0,124.0,12.0,0.0
63_Quindio,190_Circasia,Apartamento,1060.0,992.0,18.0,7.0,4.0,7.0,11.0,20.0,1.0,0.0
63_Quindio,190_Circasia,Tipo cuarto,181.0,142.0,3.0,3.0,4.0,5.0,13.0,10.0,1.0,0.0
63_Quindio,190_Circasia,Vivienda tradicional indígena,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
63_Quindio,190_Circasia,Vivienda tradicional étnica,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63_Quindio,190_Circasia,Otro tipo de vivienda (1),5.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63_Quindio,212_Córdoba,Total,1914.0,1646.0,24.0,39.0,41.0,57.0,75.0,26.0,6.0,0.0
63_Quindio,212_Córdoba,Casa,1789.0,1571.0,23.0,38.0,20.0,49.0,65.0,23.0,0.0,0.0
63_Quindio,212_Córdoba,Apartamento,24.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
63_Quindio,212_Córdoba,Tipo cuarto,72.0,51.0,0.0,0.0,0.0,8.0,10.0,3.0,0.0,0.0
63_Quindio,212_Córdoba,Vivienda tradicional indígena,28.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,6.0,0.0
63_Quindio,212_Córdoba,Otro tipo de vivienda (1),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63_Quindio,272_Filandia,Total,3867.0,3082.0,246.0,98.0,13.0,169.0,103.0,152.0,4.0,0.0
63_Quindio,272_Filandia,Casa,3493.0,2761.0,236.0,95.0,10.0,157.0,90.0,140.0,4.0,0.0
63_Quindio,272_Filandia,Apartamento,263.0,247.0,4.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0
63_Quindio,272_Filandia,Tipo cuarto,109.0,73.0,6.0,1.0,1.0,9.0,7.0,12.0,0.0,0.0
63_Quindio,272_Filandia,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63_Quindio,272_Filandia,Otro tipo de vivienda (1),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63_Quindio,302_Génova,Total,2305.0,1208.0,152.0,25.0,9.0,658.0,212.0,25.0,16.0,0.0
63_Quindio,302_Génova,Casa,2204.0,1158.0,142.0,20.0,7.0,642.0,208.0,25.0,2.0,0.0
63_Quindio,302_Génova,Apartamento,56.0,34.0,6.0,2.0,1.0,10.0,1.0,0.0,2.0,0.0
63_Quindio,302_Génova,Tipo cuarto,25.0,11.0,3.0,2.0,1.0,6.0,2.0,0.0,0.0,0.0
63_Quindio,302_Génova,Otro tipo de vivienda (1),20.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0
63_Quindio,401_La Tebaida,Total,9693.0,8094.0,991.0,62.0,152.0,38.0,52.0,281.0,23.0,0.0
63_Quindio,401_La Tebaida,Casa,8673.0,7421.0,797.0,52.0,123.0,33.0,41.0,201.0,5.0,0.0
63_Quindio,401_La Tebaida,Apartamento,583.0,448.0,101.0,7.0,2.0,3.0,5.0,16.0,1.0,0.0
63_Quindio,401_La Tebaida,Tipo cuarto,376.0,222.0,93.0,3.0,12.0,2.0,3.0,38.0,3.0,0.0
63_Quindio,401_La Tebaida,Vivienda tradicional indígena,11.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0
63_Quindio,401_La Tebaida,Otro tipo de vivienda (1),50.0,3.0,0.0,0.0,5.0,0.0,3.0,25.0,14.0,0.0
63_Quindio,470_Montenegro,Total,11547.0,9887.0,366.0,85.0,52.0,341.0,163.0,617.0,36.0,0.0
63_Quindio,470_Montenegro,Casa,9888.0,8563.0,298.0,31.0,45.0,280.0,138.0,509.0,24.0,0.0
63_Quindio,470_Montenegro,Apartamento,834.0,696.0,51.0,48.0,0.0,15.0,7.0,17.0,0.0,0.0
63_Quindio,470_Montenegro,Tipo cuarto,800.0,625.0,17.0,5.0,3.0,46.0,15.0,85.0,4.0,0.0
63_Quindio,470_Montenegro,Vivienda tradicional indígena,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
63_Quindio,470_Montenegro,Otro tipo de vivienda (1),22.0,2.0,0.0,1.0,2.0,0.0,3.0,6.0,8.0,0.0
63_Quindio,548_Pijao,Total,1579.0,1235.0,9.0,6.0,4.0,258.0,44.0,11.0,12.0,0.0
63_Quindio,548_Pijao,Casa,1345.0,1058.0,9.0,6.0,2.0,209.0,41.0,10.0,10.0,0.0
63_Quindio,548_Pijao,Apartamento,182.0,140.0,0.0,0.0,1.0,40.0,1.0,0.0,0.0,0.0
63_Quindio,548_Pijao,Tipo cuarto,48.0,36.0,0.0,0.0,1.0,9.0,1.0,1.0,0.0,0.0
63_Quindio,548_Pijao,Otro tipo de vivienda (1),4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
63_Quindio,594_Quimbaya,Total,9597.0,8252.0,506.0,73.0,30.0,450.0,86.0,188.0,11.0,1.0
63_Quindio,594_Quimbaya,Casa,8086.0,7033.0,385.0,59.0,25.0,370.0,62.0,147.0,5.0,0.0
63_Quindio,594_Quimbaya,Apartamento,964.0,826.0,108.0,8.0,2.0,12.0,3.0,4.0,1.0,0.0
63_Quindio,594_Quimbaya,Tipo cuarto,539.0,392.0,13.0,6.0,2.0,68.0,21.0,34.0,3.0,0.0
63_Quindio,594_Quimbaya,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
63_Quindio,594_Quimbaya,Otro tipo de vivienda (1),7.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0
63_Quindio,690_Salento,Total,2836.0,1856.0,146.0,82.0,18.0,364.0,174.0,190.0,6.0,0.0
63_Quindio,690_Salento,Casa,2458.0,1624.0,128.0,77.0,15.0,301.0,163.0,145.0,5.0,0.0
63_Quindio,690_Salento,Apartamento,101.0,77.0,8.0,3.0,2.0,9.0,0.0,2.0,0.0,0.0
63_Quindio,690_Salento,Tipo cuarto,271.0,152.0,10.0,2.0,0.0,54.0,10.0,42.0,1.0,0.0
63_Quindio,690_Salento,Vivienda tradicional indígena,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63_Quindio,690_Salento,Otro tipo de vivienda (1),5.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
66_Risaralda,001_Pereira,Total,136803.0,113751.0,15177.0,1368.0,814.0,1459.0,2056.0,2030.0,145.0,3.0
66_Risaralda,001_Pereira,Casa,98854.0,82930.0,8766.0,1131.0,765.0,1339.0,1901.0,1905.0,117.0,0.0
66_Risaralda,001_Pereira,Apartamento,35490.0,28893.0,6173.0,210.0,20.0,64.0,79.0,43.0,8.0,0.0
66_Risaralda,001_Pereira,Tipo cuarto,2350.0,1892.0,232.0,27.0,21.0,49.0,59.0,64.0,6.0,0.0
66_Risaralda,001_Pereira,Vivienda tradicional indígena,9.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0
66_Risaralda,001_Pereira,Vivienda tradicional étnica,21.0,8.0,1.0,0.0,3.0,0.0,5.0,4.0,0.0,0.0
66_Risaralda,001_Pereira,Otro tipo de vivienda (1),79.0,26.0,4.0,0.0,5.0,4.0,11.0,12.0,14.0,3.0
66_Risaralda,045_Apía,Total,3536.0,1810.0,286.0,246.0,3.0,1021.0,131.0,26.0,13.0,0.0
66_Risaralda,045_Apía,Casa,3202.0,1629.0,250.0,216.0,3.0,947.0,127.0,24.0,6.0,0.0
66_Risaralda,045_Apía,Apartamento,228.0,140.0,31.0,24.0,0.0,32.0,0.0,1.0,0.0,0.0
66_Risaralda,045_Apía,Tipo cuarto,105.0,41.0,5.0,6.0,0.0,42.0,3.0,1.0,7.0,0.0
66_Risaralda,045_Apía,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
66_Risaralda,075_Balboa,Total,1574.0,1017.0,83.0,104.0,11.0,231.0,38.0,90.0,0.0,0.0
66_Risaralda,075_Balboa,Casa,1530.0,985.0,81.0,101.0,11.0,225.0,37.0,90.0,0.0,0.0
66_Risaralda,075_Balboa,Apartamento,23.0,18.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
66_Risaralda,075_Balboa,Tipo cuarto,20.0,13.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0
66_Risaralda,075_Balboa,Otro tipo de vivienda (1),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66_Risaralda,088_Belén De Umbría,Total,6807.0,5145.0,251.0,48.0,21.0,1147.0,80.0,102.0,13.0,0.0
66_Risaralda,088_Belén De Umbría,Casa,6071.0,4621.0,211.0,40.0,13.0,1040.0,67.0,70.0,9.0,0.0
66_Risaralda,088_Belén De Umbría,Apartamento,519.0,418.0,37.0,5.0,1.0,50.0,7.0,1.0,0.0,0.0
66_Risaralda,088_Belén De Umbría,Tipo cuarto,181.0,104.0,2.0,3.0,0.0,53.0,5.0,10.0,4.0,0.0
66_Risaralda,088_Belén De Umbría,Vivienda tradicional indígena,33.0,0.0,0.0,0.0,7.0,4.0,1.0,21.0,0.0,0.0
66_Risaralda,088_Belén De Umbría,Otro tipo de vivienda (1),3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66_Risaralda,170_Dosquebradas,Total,63439.0,56209.0,5764.0,262.0,102.0,360.0,373.0,340.0,27.0,2.0
66_Risaralda,170_Dosquebradas,Casa,46597.0,41740.0,3642.0,180.0,91.0,321.0,304.0,299.0,20.0,0.0
66_Risaralda,170_Dosquebradas,Apartamento,15869.0,13656.0,2055.0,72.0,6.0,26.0,40.0,11.0,3.0,0.0
66_Risaralda,170_Dosquebradas,Tipo cuarto,941.0,798.0,66.0,10.0,2.0,12.0,25.0,26.0,2.0,0.0
66_Risaralda,170_Dosquebradas,Vivienda tradicional indígena,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
66_Risaralda,170_Dosquebradas,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
66_Risaralda,170_Dosquebradas,Otro tipo de vivienda (1),27.0,14.0,1.0,0.0,3.0,0.0,3.0,2.0,2.0,2.0
66_Risaralda,318_Guática,Total,3949.0,2108.0,36.0,9.0,10.0,1611.0,130.0,36.0,9.0,0.0
66_Risaralda,318_Guática,Casa,3699.0,1929.0,28.0,7.0,10.0,1562.0,124.0,32.0,7.0,0.0
66_Risaralda,318_Guática,Apartamento,181.0,150.0,8.0,2.0,0.0,17.0,3.0,1.0,0.0,0.0
66_Risaralda,318_Guática,Tipo cuarto,67.0,28.0,0.0,0.0,0.0,32.0,3.0,2.0,2.0,0.0
66_Risaralda,318_Guática,Otro tipo de vivienda (1),2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
66_Risaralda,383_La Celia,Total,2099.0,1407.0,117.0,19.0,5.0,303.0,146.0,97.0,5.0,0.0
66_Risaralda,383_La Celia,Casa,1793.0,1213.0,75.0,11.0,5.0,249.0,138.0,97.0,5.0,0.0
66_Risaralda,383_La Celia,Apartamento,221.0,133.0,41.0,8.0,0.0,37.0,2.0,0.0,0.0,0.0
66_Risaralda,383_La Celia,Tipo cuarto,82.0,58.0,1.0,0.0,0.0,17.0,6.0,0.0,0.0,0.0
66_Risaralda,383_La Celia,Otro tipo de vivienda (1),3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66_Risaralda,400_La Virginia,Total,8598.0,8108.0,270.0,89.0,20.0,40.0,35.0,34.0,2.0,0.0
66_Risaralda,400_La Virginia,Casa,6342.0,5955.0,223.0,61.0,18.0,34.0,28.0,22.0,1.0,0.0
66_Risaralda,400_La Virginia,Apartamento,1628.0,1557.0,31.0,26.0,2.0,5.0,3.0,3.0,1.0,0.0
66_Risaralda,400_La Virginia,Tipo cuarto,620.0,590.0,16.0,2.0,0.0,1.0,4.0,7.0,0.0,0.0
66_Risaralda,400_La Virginia,Otro tipo de vivienda (1),8.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
66_Risaralda,440_Marsella,Total,5273.0,3111.0,695.0,32.0,345.0,912.0,69.0,97.0,11.0,1.0
66_Risaralda,440_Marsella,Casa,4770.0,2883.0,598.0,29.0,342.0,751.0,67.0,91.0,9.0,0.0
66_Risaralda,440_Marsella,Apartamento,355.0,177.0,72.0,1.0,2.0,101.0,2.0,0.0,0.0,0.0
66_Risaralda,440_Marsella,Tipo cuarto,142.0,50.0,23.0,2.0,1.0,60.0,0.0,5.0,1.0,0.0
66_Risaralda,440_Marsella,Vivienda tradicional indígena,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
66_Risaralda,440_Marsella,Otro tipo de vivienda (1),4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
66_Risaralda,456_Mistrató,Total,4297.0,1658.0,117.0,59.0,242.0,546.0,1013.0,644.0,18.0,0.0
66_Risaralda,456_Mistrató,Casa,2710.0,1447.0,96.0,51.0,34.0,522.0,421.0,128.0,11.0,0.0
66_Risaralda,456_Mistrató,Apartamento,192.0,167.0,4.0,4.0,0.0,16.0,1.0,0.0,0.0,0.0
66_Risaralda,456_Mistrató,Tipo cuarto,56.0,30.0,17.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0
