Departamento,Municipio,Areas,"Total, Cabecera, Centro poblado, Rural disperso y tipos de vivienda",Total,"Mármol, parqué, madera pulida o lacada","Baldosa, vinilo, tableta, ladrillo, laminado",Alfombra,"Cemento, gravilla","Madera burda, tabla, tablón, otro vegetal","Tierra, arena, barro"
68_Santander,895_Zapatoca,Rural disperso,Otro tipo de vivienda (1),2.0,0.0,2.0,0.0,0.0,0.0,0.0
70_Sucre,001_Sincelejo,Total municipal,Total,74405.0,1083.0,36710.0,25.0,27682.0,469.0,8436.0
70_Sucre,001_Sincelejo,Total municipal,Casa,54600.0,810.0,26139.0,16.0,20725.0,445.0,6465.0
70_Sucre,001_Sincelejo,Total municipal,Apartamento,16402.0,262.0,9989.0,8.0,5635.0,14.0,494.0
70_Sucre,001_Sincelejo,Total municipal,Tipo cuarto,2560.0,9.0,568.0,1.0,1259.0,10.0,713.0
70_Sucre,001_Sincelejo,Total municipal,Vivienda tradicional indígena,766.0,0.0,6.0,0.0,49.0,0.0,711.0
70_Sucre,001_Sincelejo,Total municipal,Vivienda tradicional étnica,23.0,1.0,4.0,0.0,2.0,0.0,16.0
70_Sucre,001_Sincelejo,Total municipal,Otro tipo de vivienda (1),54.0,1.0,4.0,0.0,12.0,0.0,37.0
70_Sucre,001_Sincelejo,Cabecera,Total,67248.0,1041.0,35905.0,22.0,24263.0,190.0,5827.0
70_Sucre,001_Sincelejo,Cabecera,Casa,48557.0,775.0,25404.0,13.0,17543.0,166.0,4656.0
70_Sucre,001_Sincelejo,Cabecera,Apartamento,16147.0,256.0,9922.0,8.0,5491.0,14.0,456.0
70_Sucre,001_Sincelejo,Cabecera,Tipo cuarto,2419.0,9.0,565.0,1.0,1197.0,10.0,637.0
70_Sucre,001_Sincelejo,Cabecera,Vivienda tradicional indígena,67.0,0.0,6.0,0.0,18.0,0.0,43.0
70_Sucre,001_Sincelejo,Cabecera,Vivienda tradicional étnica,11.0,1.0,4.0,0.0,2.0,0.0,4.0
70_Sucre,001_Sincelejo,Cabecera,Otro tipo de vivienda (1),47.0,0.0,4.0,0.0,12.0,0.0,31.0
70_Sucre,001_Sincelejo,Centro poblado,Total,4939.0,28.0,628.0,3.0,2534.0,128.0,1618.0
70_Sucre,001_Sincelejo,Centro poblado,Casa,4235.0,23.0,570.0,3.0,2348.0,128.0,1163.0
70_Sucre,001_Sincelejo,Centro poblado,Apartamento,218.0,5.0,56.0,0.0,126.0,0.0,31.0
70_Sucre,001_Sincelejo,Centro poblado,Tipo cuarto,84.0,0.0,2.0,0.0,36.0,0.0,46.0
70_Sucre,001_Sincelejo,Centro poblado,Vivienda tradicional indígena,395.0,0.0,0.0,0.0,24.0,0.0,371.0
70_Sucre,001_Sincelejo,Centro poblado,Vivienda tradicional étnica,4.0,0.0,0.0,0.0,0.0,0.0,4.0
70_Sucre,001_Sincelejo,Centro poblado,Otro tipo de vivienda (1),3.0,0.0,0.0,0.0,0.0,0.0,3.0
70_Sucre,001_Sincelejo,Rural disperso,Total,2218.0,14.0,177.0,0.0,885.0,151.0,991.0
70_Sucre,001_Sincelejo,Rural disperso,Casa,1808.0,12.0,165.0,0.0,834.0,151.0,646.0
70_Sucre,001_Sincelejo,Rural disperso,Apartamento,37.0,1.0,11.0,0.0,18.0,0.0,7.0
70_Sucre,001_Sincelejo,Rural disperso,Tipo cuarto,57.0,0.0,1.0,0.0,26.0,0.0,30.0
70_Sucre,001_Sincelejo,Rural disperso,Vivienda tradicional indígena,304.0,0.0,0.0,0.0,7.0,0.0,297.0
70_Sucre,001_Sincelejo,Rural disperso,Vivienda tradicional étnica,8.0,0.0,0.0,0.0,0.0,0.0,8.0
70_Sucre,001_Sincelejo,Rural disperso,Otro tipo de vivienda (1),4.0,1.0,0.0,0.0,0.0,0.0,3.0
70_Sucre,110_Buenavista,Total municipal,Total,2596.0,7.0,424.0,0.0,1414.0,1.0,750.0
70_Sucre,110_Buenavista,Total municipal,Casa,2534.0,7.0,415.0,0.0,1374.0,1.0,737.0
70_Sucre,110_Buenavista,Total municipal,Apartamento,31.0,0.0,8.0,0.0,20.0,0.0,3.0
70_Sucre,110_Buenavista,Total municipal,Tipo cuarto,29.0,0.0,1.0,0.0,20.0,0.0,8.0
70_Sucre,110_Buenavista,Total municipal,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,110_Buenavista,Total municipal,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,110_Buenavista,Cabecera,Total,2134.0,6.0,407.0,0.0,1187.0,1.0,533.0
70_Sucre,110_Buenavista,Cabecera,Casa,2079.0,6.0,399.0,0.0,1149.0,1.0,524.0
70_Sucre,110_Buenavista,Cabecera,Apartamento,30.0,0.0,7.0,0.0,20.0,0.0,3.0
70_Sucre,110_Buenavista,Cabecera,Tipo cuarto,24.0,0.0,1.0,0.0,18.0,0.0,5.0
70_Sucre,110_Buenavista,Cabecera,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,110_Buenavista,Centro poblado,Total,212.0,1.0,8.0,0.0,125.0,0.0,78.0
70_Sucre,110_Buenavista,Centro poblado,Casa,210.0,1.0,8.0,0.0,124.0,0.0,77.0
70_Sucre,110_Buenavista,Centro poblado,Tipo cuarto,2.0,0.0,0.0,0.0,1.0,0.0,1.0
70_Sucre,110_Buenavista,Rural disperso,Total,250.0,0.0,9.0,0.0,102.0,0.0,139.0
70_Sucre,110_Buenavista,Rural disperso,Casa,245.0,0.0,8.0,0.0,101.0,0.0,136.0
70_Sucre,110_Buenavista,Rural disperso,Apartamento,1.0,0.0,1.0,0.0,0.0,0.0,0.0
70_Sucre,110_Buenavista,Rural disperso,Tipo cuarto,3.0,0.0,0.0,0.0,1.0,0.0,2.0
70_Sucre,110_Buenavista,Rural disperso,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,124_Caimito,Total municipal,Total,3312.0,4.0,151.0,0.0,1686.0,5.0,1466.0
70_Sucre,124_Caimito,Total municipal,Casa,3285.0,4.0,146.0,0.0,1670.0,5.0,1460.0
70_Sucre,124_Caimito,Total municipal,Apartamento,15.0,0.0,5.0,0.0,9.0,0.0,1.0
70_Sucre,124_Caimito,Total municipal,Tipo cuarto,9.0,0.0,0.0,0.0,6.0,0.0,3.0
70_Sucre,124_Caimito,Total municipal,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,1.0,0.0,0.0
70_Sucre,124_Caimito,Total municipal,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,0.0,2.0
70_Sucre,124_Caimito,Cabecera,Total,999.0,4.0,120.0,0.0,595.0,0.0,280.0
70_Sucre,124_Caimito,Cabecera,Casa,979.0,4.0,115.0,0.0,584.0,0.0,276.0
70_Sucre,124_Caimito,Cabecera,Apartamento,15.0,0.0,5.0,0.0,9.0,0.0,1.0
70_Sucre,124_Caimito,Cabecera,Tipo cuarto,4.0,0.0,0.0,0.0,2.0,0.0,2.0
70_Sucre,124_Caimito,Cabecera,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,124_Caimito,Centro poblado,Total,1543.0,0.0,21.0,0.0,773.0,3.0,746.0
70_Sucre,124_Caimito,Centro poblado,Casa,1538.0,0.0,21.0,0.0,769.0,3.0,745.0
70_Sucre,124_Caimito,Centro poblado,Tipo cuarto,3.0,0.0,0.0,0.0,3.0,0.0,0.0
70_Sucre,124_Caimito,Centro poblado,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,1.0,0.0,0.0
70_Sucre,124_Caimito,Centro poblado,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,124_Caimito,Rural disperso,Total,770.0,0.0,10.0,0.0,318.0,2.0,440.0
70_Sucre,124_Caimito,Rural disperso,Casa,768.0,0.0,10.0,0.0,317.0,2.0,439.0
70_Sucre,124_Caimito,Rural disperso,Tipo cuarto,2.0,0.0,0.0,0.0,1.0,0.0,1.0
70_Sucre,204_Colosó,Total municipal,Total,2122.0,5.0,97.0,0.0,602.0,41.0,1377.0
70_Sucre,204_Colosó,Total municipal,Casa,2031.0,4.0,96.0,0.0,595.0,40.0,1296.0
70_Sucre,204_Colosó,Total municipal,Apartamento,5.0,0.0,1.0,0.0,1.0,1.0,2.0
70_Sucre,204_Colosó,Total municipal,Tipo cuarto,35.0,1.0,0.0,0.0,6.0,0.0,28.0
70_Sucre,204_Colosó,Total municipal,Vivienda tradicional indígena,50.0,0.0,0.0,0.0,0.0,0.0,50.0
70_Sucre,204_Colosó,Total municipal,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,204_Colosó,Cabecera,Total,931.0,5.0,75.0,0.0,260.0,37.0,554.0
70_Sucre,204_Colosó,Cabecera,Casa,908.0,4.0,74.0,0.0,256.0,36.0,538.0
70_Sucre,204_Colosó,Cabecera,Apartamento,5.0,0.0,1.0,0.0,1.0,1.0,2.0
70_Sucre,204_Colosó,Cabecera,Tipo cuarto,17.0,1.0,0.0,0.0,3.0,0.0,13.0
70_Sucre,204_Colosó,Cabecera,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,204_Colosó,Centro poblado,Total,665.0,0.0,13.0,0.0,242.0,1.0,409.0
70_Sucre,204_Colosó,Centro poblado,Casa,644.0,0.0,13.0,0.0,240.0,1.0,390.0
70_Sucre,204_Colosó,Centro poblado,Tipo cuarto,6.0,0.0,0.0,0.0,2.0,0.0,4.0
70_Sucre,204_Colosó,Centro poblado,Vivienda tradicional indígena,15.0,0.0,0.0,0.0,0.0,0.0,15.0
70_Sucre,204_Colosó,Rural disperso,Total,526.0,0.0,9.0,0.0,100.0,3.0,414.0
70_Sucre,204_Colosó,Rural disperso,Casa,479.0,0.0,9.0,0.0,99.0,3.0,368.0
70_Sucre,204_Colosó,Rural disperso,Tipo cuarto,12.0,0.0,0.0,0.0,1.0,0.0,11.0
70_Sucre,204_Colosó,Rural disperso,Vivienda tradicional indígena,35.0,0.0,0.0,0.0,0.0,0.0,35.0
70_Sucre,215_Corozal,Total municipal,Total,17781.0,443.0,8252.0,3.0,6881.0,48.0,2154.0
70_Sucre,215_Corozal,Total municipal,Casa,15287.0,318.0,6803.0,2.0,6175.0,37.0,1952.0
70_Sucre,215_Corozal,Total municipal,Apartamento,2129.0,114.0,1381.0,0.0,564.0,3.0,67.0
70_Sucre,215_Corozal,Total municipal,Tipo cuarto,343.0,10.0,63.0,0.0,137.0,6.0,127.0
70_Sucre,215_Corozal,Total municipal,Vivienda tradicional indígena,4.0,0.0,0.0,0.0,2.0,1.0,1.0
70_Sucre,215_Corozal,Total municipal,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,1.0,0.0,0.0
70_Sucre,215_Corozal,Total municipal,Otro tipo de vivienda (1),17.0,1.0,5.0,1.0,2.0,1.0,7.0
70_Sucre,215_Corozal,Cabecera,Total,13829.0,429.0,7369.0,1.0,4890.0,41.0,1099.0
70_Sucre,215_Corozal,Cabecera,Casa,11465.0,308.0,5984.0,1.0,4216.0,32.0,924.0
70_Sucre,215_Corozal,Cabecera,Apartamento,2044.0,110.0,1339.0,0.0,535.0,3.0,57.0
70_Sucre,215_Corozal,Cabecera,Tipo cuarto,306.0,10.0,44.0,0.0,135.0,5.0,112.0
70_Sucre,215_Corozal,Cabecera,Vivienda tradicional indígena,3.0,0.0,0.0,0.0,1.0,1.0,1.0
70_Sucre,215_Corozal,Cabecera,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,1.0,0.0,0.0
70_Sucre,215_Corozal,Cabecera,Otro tipo de vivienda (1),10.0,1.0,2.0,0.0,2.0,0.0,5.0
70_Sucre,215_Corozal,Centro poblado,Total,3102.0,8.0,693.0,2.0,1633.0,4.0,762.0
70_Sucre,215_Corozal,Centro poblado,Casa,3029.0,8.0,671.0,1.0,1607.0,3.0,739.0
70_Sucre,215_Corozal,Centro poblado,Apartamento,49.0,0.0,15.0,0.0,24.0,0.0,10.0
70_Sucre,215_Corozal,Centro poblado,Tipo cuarto,20.0,0.0,5.0,0.0,2.0,0.0,13.0
70_Sucre,215_Corozal,Centro poblado,Otro tipo de vivienda (1),4.0,0.0,2.0,1.0,0.0,1.0,0.0
70_Sucre,215_Corozal,Rural disperso,Total,850.0,6.0,190.0,0.0,358.0,3.0,293.0
70_Sucre,215_Corozal,Rural disperso,Casa,793.0,2.0,148.0,0.0,352.0,2.0,289.0
70_Sucre,215_Corozal,Rural disperso,Apartamento,36.0,4.0,27.0,0.0,5.0,0.0,0.0
70_Sucre,215_Corozal,Rural disperso,Tipo cuarto,17.0,0.0,14.0,0.0,0.0,1.0,2.0
70_Sucre,215_Corozal,Rural disperso,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,1.0,0.0,0.0
70_Sucre,215_Corozal,Rural disperso,Otro tipo de vivienda (1),3.0,0.0,1.0,0.0,0.0,0.0,2.0
70_Sucre,221_Coveñas,Total municipal,Total,4455.0,85.0,1758.0,1.0,1741.0,41.0,829.0
70_Sucre,221_Coveñas,Total municipal,Casa,3390.0,72.0,1308.0,0.0,1408.0,29.0,573.0
70_Sucre,221_Coveñas,Total municipal,Apartamento,414.0,5.0,295.0,1.0,101.0,4.0,8.0
70_Sucre,221_Coveñas,Total municipal,Tipo cuarto,561.0,8.0,153.0,0.0,229.0,6.0,165.0
70_Sucre,221_Coveñas,Total municipal,Vivienda tradicional indígena,67.0,0.0,0.0,0.0,2.0,2.0,63.0
70_Sucre,221_Coveñas,Total municipal,Vivienda tradicional étnica,5.0,0.0,1.0,0.0,1.0,0.0,3.0
70_Sucre,221_Coveñas,Total municipal,Otro tipo de vivienda (1),18.0,0.0,1.0,0.0,0.0,0.0,17.0
70_Sucre,221_Coveñas,Cabecera,Total,2551.0,71.0,1287.0,1.0,911.0,21.0,260.0
70_Sucre,221_Coveñas,Cabecera,Casa,1968.0,60.0,961.0,0.0,750.0,17.0,180.0
70_Sucre,221_Coveñas,Cabecera,Apartamento,274.0,4.0,228.0,1.0,38.0,2.0,1.0
70_Sucre,221_Coveñas,Cabecera,Tipo cuarto,286.0,7.0,96.0,0.0,121.0,2.0,60.0
70_Sucre,221_Coveñas,Cabecera,Vivienda tradicional indígena,5.0,0.0,0.0,0.0,1.0,0.0,4.0
70_Sucre,221_Coveñas,Cabecera,Vivienda tradicional étnica,2.0,0.0,1.0,0.0,1.0,0.0,0.0
70_Sucre,221_Coveñas,Cabecera,Otro tipo de vivienda (1),16.0,0.0,1.0,0.0,0.0,0.0,15.0
70_Sucre,221_Coveñas,Centro poblado,Total,1108.0,8.0,381.0,0.0,546.0,16.0,157.0
70_Sucre,221_Coveñas,Centro poblado,Casa,798.0,7.0,274.0,0.0,394.0,9.0,114.0
70_Sucre,221_Coveñas,Centro poblado,Apartamento,122.0,0.0,59.0,0.0,55.0,2.0,6.0
70_Sucre,221_Coveñas,Centro poblado,Tipo cuarto,179.0,1.0,48.0,0.0,96.0,4.0,30.0
70_Sucre,221_Coveñas,Centro poblado,Vivienda tradicional indígena,7.0,0.0,0.0,0.0,1.0,1.0,5.0
70_Sucre,221_Coveñas,Centro poblado,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,0.0,2.0
70_Sucre,221_Coveñas,Rural disperso,Total,796.0,6.0,90.0,0.0,284.0,4.0,412.0
70_Sucre,221_Coveñas,Rural disperso,Casa,624.0,5.0,73.0,0.0,264.0,3.0,279.0
70_Sucre,221_Coveñas,Rural disperso,Apartamento,18.0,1.0,8.0,0.0,8.0,0.0,1.0
70_Sucre,221_Coveñas,Rural disperso,Tipo cuarto,96.0,0.0,9.0,0.0,12.0,0.0,75.0
70_Sucre,221_Coveñas,Rural disperso,Vivienda tradicional indígena,55.0,0.0,0.0,0.0,0.0,1.0,54.0
70_Sucre,221_Coveñas,Rural disperso,Vivienda tradicional étnica,3.0,0.0,0.0,0.0,0.0,0.0,3.0
70_Sucre,230_Chalán,Total municipal,Total,1112.0,0.0,40.0,0.0,397.0,4.0,671.0
70_Sucre,230_Chalán,Total municipal,Casa,1059.0,0.0,35.0,0.0,384.0,3.0,637.0
70_Sucre,230_Chalán,Total municipal,Apartamento,6.0,0.0,4.0,0.0,2.0,0.0,0.0
70_Sucre,230_Chalán,Total municipal,Tipo cuarto,45.0,0.0,1.0,0.0,10.0,1.0,33.0
70_Sucre,230_Chalán,Total municipal,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,230_Chalán,Total municipal,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,1.0,0.0,0.0
70_Sucre,230_Chalán,Cabecera,Total,711.0,0.0,34.0,0.0,303.0,2.0,372.0
70_Sucre,230_Chalán,Cabecera,Casa,687.0,0.0,30.0,0.0,292.0,2.0,363.0
70_Sucre,230_Chalán,Cabecera,Apartamento,5.0,0.0,3.0,0.0,2.0,0.0,0.0
70_Sucre,230_Chalán,Cabecera,Tipo cuarto,18.0,0.0,1.0,0.0,8.0,0.0,9.0
70_Sucre,230_Chalán,Cabecera,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,1.0,0.0,0.0
70_Sucre,230_Chalán,Centro poblado,Total,153.0,0.0,3.0,0.0,41.0,0.0,109.0
70_Sucre,230_Chalán,Centro poblado,Casa,151.0,0.0,3.0,0.0,39.0,0.0,109.0
70_Sucre,230_Chalán,Centro poblado,Tipo cuarto,2.0,0.0,0.0,0.0,2.0,0.0,0.0
70_Sucre,230_Chalán,Rural disperso,Total,248.0,0.0,3.0,0.0,53.0,2.0,190.0
70_Sucre,230_Chalán,Rural disperso,Casa,221.0,0.0,2.0,0.0,53.0,1.0,165.0
70_Sucre,230_Chalán,Rural disperso,Apartamento,1.0,0.0,1.0,0.0,0.0,0.0,0.0
70_Sucre,230_Chalán,Rural disperso,Tipo cuarto,25.0,0.0,0.0,0.0,0.0,1.0,24.0
70_Sucre,230_Chalán,Rural disperso,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,233_El Roble,Total municipal,Total,2652.0,8.0,110.0,0.0,1903.0,5.0,626.0
70_Sucre,233_El Roble,Total municipal,Casa,2574.0,7.0,101.0,0.0,1856.0,5.0,605.0
70_Sucre,233_El Roble,Total municipal,Apartamento,30.0,0.0,8.0,0.0,15.0,0.0,7.0
70_Sucre,233_El Roble,Total municipal,Tipo cuarto,29.0,1.0,1.0,0.0,22.0,0.0,5.0
70_Sucre,233_El Roble,Total municipal,Vivienda tradicional indígena,19.0,0.0,0.0,0.0,10.0,0.0,9.0
70_Sucre,233_El Roble,Cabecera,Total,1159.0,6.0,89.0,0.0,877.0,1.0,186.0
70_Sucre,233_El Roble,Cabecera,Casa,1127.0,6.0,81.0,0.0,859.0,1.0,180.0
70_Sucre,233_El Roble,Cabecera,Apartamento,15.0,0.0,7.0,0.0,4.0,0.0,4.0
70_Sucre,233_El Roble,Cabecera,Tipo cuarto,14.0,0.0,1.0,0.0,12.0,0.0,1.0
70_Sucre,233_El Roble,Cabecera,Vivienda tradicional indígena,3.0,0.0,0.0,0.0,2.0,0.0,1.0
70_Sucre,233_El Roble,Centro poblado,Total,1259.0,2.0,18.0,0.0,898.0,3.0,338.0
70_Sucre,233_El Roble,Centro poblado,Casa,1213.0,1.0,17.0,0.0,869.0,3.0,323.0
70_Sucre,233_El Roble,Centro poblado,Apartamento,15.0,0.0,1.0,0.0,11.0,0.0,3.0
70_Sucre,233_El Roble,Centro poblado,Tipo cuarto,15.0,1.0,0.0,0.0,10.0,0.0,4.0
70_Sucre,233_El Roble,Centro poblado,Vivienda tradicional indígena,16.0,0.0,0.0,0.0,8.0,0.0,8.0
70_Sucre,233_El Roble,Rural disperso,Total,234.0,0.0,3.0,0.0,128.0,1.0,102.0
70_Sucre,233_El Roble,Rural disperso,Casa,234.0,0.0,3.0,0.0,128.0,1.0,102.0
70_Sucre,235_Galeras,Total municipal,Total,5204.0,10.0,379.0,0.0,3531.0,9.0,1275.0
70_Sucre,235_Galeras,Total municipal,Casa,4988.0,8.0,350.0,0.0,3389.0,9.0,1232.0
70_Sucre,235_Galeras,Total municipal,Apartamento,117.0,2.0,28.0,0.0,84.0,0.0,3.0
70_Sucre,235_Galeras,Total municipal,Tipo cuarto,93.0,0.0,1.0,0.0,57.0,0.0,35.0
70_Sucre,235_Galeras,Total municipal,Vivienda tradicional indígena,3.0,0.0,0.0,0.0,1.0,0.0,2.0
70_Sucre,235_Galeras,Total municipal,Otro tipo de vivienda (1),3.0,0.0,0.0,0.0,0.0,0.0,3.0
70_Sucre,235_Galeras,Cabecera,Total,3001.0,6.0,345.0,0.0,2203.0,1.0,446.0
70_Sucre,235_Galeras,Cabecera,Casa,2817.0,4.0,316.0,0.0,2079.0,1.0,417.0
70_Sucre,235_Galeras,Cabecera,Apartamento,108.0,2.0,28.0,0.0,75.0,0.0,3.0
70_Sucre,235_Galeras,Cabecera,Tipo cuarto,72.0,0.0,1.0,0.0,48.0,0.0,23.0
70_Sucre,235_Galeras,Cabecera,Vivienda tradicional indígena,2.0,0.0,0.0,0.0,1.0,0.0,1.0
70_Sucre,235_Galeras,Cabecera,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,0.0,2.0
70_Sucre,235_Galeras,Centro poblado,Total,1124.0,4.0,26.0,0.0,665.0,7.0,422.0
70_Sucre,235_Galeras,Centro poblado,Casa,1120.0,4.0,26.0,0.0,664.0,7.0,419.0
70_Sucre,235_Galeras,Centro poblado,Tipo cuarto,3.0,0.0,0.0,0.0,1.0,0.0,2.0
70_Sucre,235_Galeras,Centro poblado,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,235_Galeras,Rural disperso,Total,1079.0,0.0,8.0,0.0,663.0,1.0,407.0
70_Sucre,235_Galeras,Rural disperso,Casa,1051.0,0.0,8.0,0.0,646.0,1.0,396.0
70_Sucre,235_Galeras,Rural disperso,Apartamento,9.0,0.0,0.0,0.0,9.0,0.0,0.0
70_Sucre,235_Galeras,Rural disperso,Tipo cuarto,18.0,0.0,0.0,0.0,8.0,0.0,10.0
70_Sucre,235_Galeras,Rural disperso,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,265_Guaranda,Total municipal,Total,3984.0,9.0,244.0,0.0,1890.0,12.0,1829.0
70_Sucre,265_Guaranda,Total municipal,Casa,3873.0,9.0,213.0,0.0,1832.0,12.0,1807.0
70_Sucre,265_Guaranda,Total municipal,Apartamento,74.0,0.0,30.0,0.0,41.0,0.0,3.0
70_Sucre,265_Guaranda,Total municipal,Tipo cuarto,35.0,0.0,1.0,0.0,17.0,0.0,17.0
70_Sucre,265_Guaranda,Total municipal,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,0.0,2.0
70_Sucre,265_Guaranda,Cabecera,Total,1781.0,8.0,232.0,0.0,1211.0,7.0,323.0
70_Sucre,265_Guaranda,Cabecera,Casa,1688.0,8.0,201.0,0.0,1159.0,7.0,313.0
70_Sucre,265_Guaranda,Cabecera,Apartamento,72.0,0.0,30.0,0.0,40.0,0.0,2.0
70_Sucre,265_Guaranda,Cabecera,Tipo cuarto,19.0,0.0,1.0,0.0,12.0,0.0,6.0
70_Sucre,265_Guaranda,Cabecera,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,0.0,2.0
70_Sucre,265_Guaranda,Centro poblado,Total,482.0,0.0,2.0,0.0,231.0,0.0,249.0
70_Sucre,265_Guaranda,Centro poblado,Casa,477.0,0.0,2.0,0.0,229.0,0.0,246.0
70_Sucre,265_Guaranda,Centro poblado,Apartamento,2.0,0.0,0.0,0.0,1.0,0.0,1.0
70_Sucre,265_Guaranda,Centro poblado,Tipo cuarto,3.0,0.0,0.0,0.0,1.0,0.0,2.0
70_Sucre,265_Guaranda,Rural disperso,Total,1721.0,1.0,10.0,0.0,448.0,5.0,1257.0
70_Sucre,265_Guaranda,Rural disperso,Casa,1708.0,1.0,10.0,0.0,444.0,5.0,1248.0
70_Sucre,265_Guaranda,Rural disperso,Tipo cuarto,13.0,0.0,0.0,0.0,4.0,0.0,9.0
70_Sucre,400_La Unión,Total municipal,Total,3057.0,5.0,229.0,0.0,1328.0,1.0,1494.0
70_Sucre,400_La Unión,Total municipal,Casa,2969.0,4.0,213.0,0.0,1299.0,1.0,1452.0
70_Sucre,400_La Unión,Total municipal,Apartamento,38.0,1.0,10.0,0.0,17.0,0.0,10.0
70_Sucre,400_La Unión,Total municipal,Tipo cuarto,34.0,0.0,0.0,0.0,10.0,0.0,24.0
70_Sucre,400_La Unión,Total municipal,Vivienda tradicional indígena,9.0,0.0,0.0,0.0,2.0,0.0,7.0
70_Sucre,400_La Unión,Total municipal,Otro tipo de vivienda (1),7.0,0.0,6.0,0.0,0.0,0.0,1.0
70_Sucre,400_La Unión,Cabecera,Total,1565.0,4.0,222.0,0.0,879.0,0.0,460.0
70_Sucre,400_La Unión,Cabecera,Casa,1486.0,3.0,206.0,0.0,852.0,0.0,425.0
70_Sucre,400_La Unión,Cabecera,Apartamento,38.0,1.0,10.0,0.0,17.0,0.0,10.0
70_Sucre,400_La Unión,Cabecera,Tipo cuarto,30.0,0.0,0.0,0.0,9.0,0.0,21.0
70_Sucre,400_La Unión,Cabecera,Vivienda tradicional indígena,4.0,0.0,0.0,0.0,1.0,0.0,3.0
70_Sucre,400_La Unión,Cabecera,Otro tipo de vivienda (1),7.0,0.0,6.0,0.0,0.0,0.0,1.0
70_Sucre,400_La Unión,Centro poblado,Total,375.0,0.0,3.0,0.0,139.0,0.0,233.0
70_Sucre,400_La Unión,Centro poblado,Casa,373.0,0.0,3.0,0.0,138.0,0.0,232.0
70_Sucre,400_La Unión,Centro poblado,Tipo cuarto,2.0,0.0,0.0,0.0,1.0,0.0,1.0
70_Sucre,400_La Unión,Rural disperso,Total,1117.0,1.0,4.0,0.0,310.0,1.0,801.0
70_Sucre,400_La Unión,Rural disperso,Casa,1110.0,1.0,4.0,0.0,309.0,1.0,795.0
70_Sucre,400_La Unión,Rural disperso,Tipo cuarto,2.0,0.0,0.0,0.0,0.0,0.0,2.0
70_Sucre,400_La Unión,Rural disperso,Vivienda tradicional indígena,5.0,0.0,0.0,0.0,1.0,0.0,4.0
70_Sucre,418_Los Palmitos,Total municipal,Total,6214.0,18.0,1223.0,0.0,3676.0,4.0,1293.0
70_Sucre,418_Los Palmitos,Total municipal,Casa,5385.0,18.0,1082.0,0.0,3296.0,3.0,986.0
70_Sucre,418_Los Palmitos,Total municipal,Apartamento,302.0,0.0,118.0,0.0,169.0,1.0,14.0
70_Sucre,418_Los Palmitos,Total municipal,Tipo cuarto,518.0,0.0,22.0,0.0,211.0,0.0,285.0
70_Sucre,418_Los Palmitos,Total municipal,Vivienda tradicional indígena,3.0,0.0,0.0,0.0,0.0,0.0,3.0
70_Sucre,418_Los Palmitos,Total municipal,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,418_Los Palmitos,Total municipal,Otro tipo de vivienda (1),5.0,0.0,1.0,0.0,0.0,0.0,4.0
70_Sucre,418_Los Palmitos,Cabecera,Total,2949.0,17.0,971.0,0.0,1628.0,1.0,332.0
70_Sucre,418_Los Palmitos,Cabecera,Casa,2537.0,17.0,844.0,0.0,1397.0,1.0,278.0
70_Sucre,418_Los Palmitos,Cabecera,Apartamento,276.0,0.0,113.0,0.0,153.0,0.0,10.0
70_Sucre,418_Los Palmitos,Cabecera,Tipo cuarto,133.0,0.0,13.0,0.0,78.0,0.0,42.0
